route_id,service_id,trip_id
3767,1,3767_05_30
3760,1,3760_06_50
3767,1,3767_09_10
40115,1,40115_11_05
40111,1,40111_13_30
27440,1,27440_13_35
27439,1,27439_14_50
27440,1,27440_16_35
27439,1,27439_19_00
27440,1,27440_05_30
27439,1,27439_07_20
27440,1,27440_09_45
27439,1,27439_11_20
40112,1,40112_12_10
40111,1,40111_12_00
27440,1,27440_12_10
27439,1,27439_13_25
27440,1,27440_15_55
27439,1,27439_18_25
27440,1,27440_03_30
27439,1,27439_05_05
27440,1,27440_06_50
27439,1,27439_08_45
40112,1,40112_10_25
40111,1,40111_15_00
49799,1,49799_15_10
49800,1,49800_16_35
3756,1,3756_18_30
3753,1,3753_21_20
3756,1,3756_05_45
3753,1,3753_07_35
3756,1,3756_10_25
40124,1,40124_11_45
42015,1,42015_12_30
16751,1,16751_12_35
24112,1,24112_12_35
43740,1,43740_12_55
43741,1,43741_14_20
37795,1,37795_16_30
37796,1,37796_18_05
37795,1,37795_20_05
37796,1,37796_04_30
37795,1,37795_06_10
37796,1,37796_08_15
17369,1,17369_10_15
15340,1,15340_11_05
19280,1,19280_13_50
22831,1,22831_14_15
22832,1,22832_14_45
22831,1,22831_15_50
22832,1,22832_17_20
22831,1,22831_18_35
22832,1,22832_19_50
22831,1,22831_21_05
22832,1,22832_05_30
22831,1,22831_06_30
22832,1,22832_07_35
22831,1,22831_08_40
22832,1,22832_10_15
22773,1,22773_11_35
16751,1,16751_14_50
23312,1,23312_14_50
36902,1,36902_15_40
36875,1,36875_16_35
36872,1,36872_17_30
36875,1,36875_18_50
36872,1,36872_19_50
31438,1,31438_20_50
36902,1,36902_22_00
31438,1,31438_06_00
36902,1,36902_07_00
49146,1,49146_08_20
36902,1,36902_09_20
31438,1,31438_10_15
36902,1,36902_11_15
23689,1,23689_12_10
15340,1,15340_12_50
16751,1,16751_13_40
23776,1,23776_13_40
27987,1,27987_14_05
29189,1,29189_16_05
27987,1,27987_17_40
29189,1,29189_19_35
27987,1,27987_20_50
29189,1,29189_05_15
27987,1,27987_06_40
29189,1,29189_08_15
21528,1,21528_10_25
22372,1,22372_11_25
34371,1,34371_15_15
32327,1,32327_16_40
34371,1,34371_17_40
32327,1,32327_18_45
34371,1,34371_19_50
32327,1,32327_20_50
34371,1,34371_22_00
32327,1,32327_05_15
34371,1,34371_06_05
32327,1,32327_06_50
34371,1,34371_07_45
32327,1,32327_08_45
34371,1,34371_09_50
32327,1,32327_11_10
43665,1,43665_12_05
33985,1,33985_15_55
3888,1,3888_18_35
33985,1,33985_20_25
3888,1,3888_04_10
33985,1,33985_05_35
3888,1,3888_07_30
40115,1,40115_10_00
16751,1,16751_13_30
19268,1,19268_13_30
16186,1,16186_14_30
16186,1,16186_16_50
19268,1,19268_17_45
16186,1,16186_18_45
19268,1,19268_19_50
16186,1,16186_21_15
49892,1,49892_05_50
16186,1,16186_06_50
49892,1,49892_08_05
16186,1,16186_09_10
49892,1,49892_10_05
16186,1,16186_11_10
40111,1,40111_13_05
2577,1,2577_13_10
2574,1,2574_14_45
2577,1,2577_16_20
2574,1,2574_18_50
2577,1,2577_04_30
2574,1,2574_05_55
2577,1,2577_07_30
2574,1,2574_09_50
17711,1,17711_13_55
43666,1,43666_14_00
36875,1,36875_15_15
36872,1,36872_16_10
36875,1,36875_17_25
36872,1,36872_18_20
36875,1,36875_19_20
36875,1,36875_21_50
36872,1,36872_05_10
36872,1,36872_06_35
36875,1,36875_07_30
36872,1,36872_08_25
36875,1,36875_09_50
36872,1,36872_10_50
40600,1,40600_12_20
36872,1,36872_20_25
36875,1,36875_05_45
36875,1,36875_11_50
25337,1,25337_14_30
20978,1,20978_14_55
20968,1,20968_16_05
20978,1,20978_17_40
20968,1,20968_18_50
20978,1,20978_20_00
20968,1,20968_21_10
20978,1,20978_05_30
20968,1,20968_06_30
20978,1,20978_07_30
20968,1,20968_08_30
20978,1,20978_09_35
20968,1,20968_11_05
25334,1,25334_12_10
1261,1,1261_13_50
49766,1,49766_13_50
49920,1,49920_14_45
49921,1,49921_16_45
49920,1,49920_18_30
46115,1,46115_20_40
49772,1,49772_05_30
49921,1,49921_06_55
49920,1,49920_08_30
49773,1,49773_10_40
1272,1,1272_12_00
32756,1,32756_14_35
21163,1,21163_14_50
21164,1,21164_17_00
21163,1,21163_18_25
21164,1,21164_20_15
21163,1,21163_21_40
21164,1,21164_06_15
21163,1,21163_07_45
21164,1,21164_09_25
22410,1,22410_11_35
11799,1,11799_11_55
23021,1,23021_14_15
22511,1,22511_15_25
42679,1,42679_19_15
23021,1,23021_04_30
22511,1,22511_05_35
42679,1,42679_09_00
26852,1,26852_11_35
31624,1,31624_13_50
20371,1,20371_14_05
49940,1,49940_14_35
20371,1,20371_15_05
49940,1,49940_15_35
20371,1,20371_16_05
17942,1,17942_17_00
17940,1,17940_17_50
49940,1,49940_18_40
20371,1,20371_19_10
49940,1,49940_19_40
20371,1,20371_20_10
17942,1,17942_21_05
17940,1,17940_05_30
49940,1,49940_06_15
20371,1,20371_06_40
49940,1,49940_07_10
20371,1,20371_07_40
49940,1,49940_08_10
20371,1,20371_08_40
17942,1,17942_09_15
17940,1,17940_10_00
49940,1,49940_11_10
20371,1,20371_11_40
49940,1,49940_12_10
3081,1,3081_12_40
9483,1,9483_12_50
9197,1,9197_12_45
32871,1,32871_12_45
27821,1,27821_13_50
29326,1,29326_15_50
27821,1,27821_17_30
49626,1,49626_19_15
49633,1,49633_19_55
49633,1,49633_21_00
29326,1,29326_04_00
27821,1,27821_05_05
29326,1,29326_06_35
27821,1,27821_08_15
9644,1,9644_10_25
9196,1,9196_11_10
15744,1,15744_14_05
37915,1,37915_14_05
40415,1,40415_14_20
40177,1,40177_15_10
40415,1,40415_16_00
42257,1,42257_16_55
42258,1,42258_18_10
40177,1,40177_19_10
40415,1,40415_20_05
40177,1,40177_21_00
17317,1,17317_21_55
47807,1,47807_05_30
40177,1,40177_06_05
40415,1,40415_06_45
40177,1,40177_07_35
40415,1,40415_08_30
40177,1,40177_09_25
40415,1,40415_10_35
22497,1,22497_13_30
20143,1,20143_15_05
27793,1,27793_16_40
22500,1,22500_18_35
22504,1,22504_21_30
16186,1,16186_05_10
22497,1,22497_06_05
22500,1,22500_08_30
33319,1,33319_08_00
44470,1,44470_08_05
44422,1,44422_08_45
44421,1,44421_09_50
44422,1,44422_11_20
44421,1,44421_12_20
44422,1,44422_13_20
44421,1,44421_14_20
44422,1,44422_15_50
44421,1,44421_16_55
44422,1,44422_18_00
40638,1,40638_19_00
33321,1,33321_19_25
6827,1,6827_14_05
35399,1,35399_14_15
19226,1,19226_15_45
35399,1,35399_17_25
19226,1,19226_19_05
35399,1,35399_21_10
19226,1,19226_21_50
35399,1,35399_05_25
19226,1,19226_06_45
35399,1,35399_08_45
19226,1,19226_10_35
6824,1,6824_12_05
44751,1,44751_13_45
46899,1,46899_13_50
3816,1,3816_15_00
22138,1,22138_17_15
3816,1,3816_19_40
22138,1,22138_21_20
3816,1,3816_05_00
22138,1,22138_06_15
3816,1,3816_08_30
47334,1,47334_11_25
6830,1,6830_12_25
32972,1,32972_07_45
43979,1,43979_07_45
35734,1,35734_08_00
37106,1,37106_08_35
42679,1,42679_10_35
37454,1,37454_11_50
37715,1,37715_12_30
24021,1,24021_13_25
50051,1,50051_15_10
37050,1,37050_18_00
43979,1,43979_19_25
32971,1,32971_20_15
32972,1,32972_08_45
37096,1,37096_08_55
35174,1,35174_09_05
42679,1,42679_12_00
35174,1,35174_14_30
42679,1,42679_16_05
37075,1,37075_17_40
32972,1,32972_07_35
37096,1,37096_07_40
35736,1,35736_07_50
37106,1,37106_08_40
42679,1,42679_10_40
37454,1,37454_11_55
37712,1,37712_12_30
42679,1,42679_13_15
18383,1,18383_13_25
37109,1,37109_14_35
37053,1,37053_16_10
39858,1,39858_17_40
48235,1,48235_18_15
39534,1,39534_19_00
32971,1,32971_19_05
32972,1,32972_08_05
44070,1,44070_08_10
35174,1,35174_08_20
42679,1,42679_11_20
18382,1,18382_14_40
37075,1,37075_15_55
39534,1,39534_19_05
32971,1,32971_19_10
40365,1,40365_13_05
40102,1,40102_14_05
51595,1,51595_16_45
31313,1,31313_18_00
31312,1,31312_20_00
31313,1,31313_05_00
31312,1,31312_06_35
51596,1,51596_08_35
21522,1,21522_09_55
40306,1,40306_11_20
31251,1,31251_11_35
45466,1,45466_14_25
34721,1,34721_16_10
45466,1,45466_17_45
18611,1,18611_20_55
32206,1,32206_05_00
45466,1,45466_05_55
34721,1,34721_07_15
45466,1,45466_09_05
34721,1,34721_10_40
31252,1,31252_15_10
40317,1,40317_15_15
36962,1,36962_15_40
36963,1,36963_17_10
18611,1,18611_19_10
32206,1,32206_20_15
36962,1,36962_21_45
36963,1,36963_05_40
36962,1,36962_06_55
36963,1,36963_08_20
18611,1,18611_10_20
32206,1,32206_11_25
18611,1,18611_12_30
31251,1,31251_12_45
31252,1,31252_13_10
40484,1,40484_13_15
40486,1,40486_14_15
40485,1,40485_16_10
35958,1,35958_17_50
35957,1,35957_20_10
40487,1,40487_05_30
40099,1,40099_07_35
18611,1,18611_09_45
39960,1,39960_10_50
31252,1,31252_13_15
40317,1,40317_13_25
45466,1,45466_13_45
47369,1,47369_15_10
47349,1,47349_17_20
47338,1,47338_19_10
47339,1,47339_04_10
47337,1,47337_06_05
47349,1,47349_07_55
32206,1,32206_09_55
31251,1,31251_11_15
21523,1,21523_12_10
39985,1,39985_12_15
20878,1,20878_12_30
49276,1,49276_14_30
49277,1,49277_16_35
47338,1,47338_19_00
47339,1,47339_05_00
47338,1,47338_07_25
49277,1,49277_09_45
21375,1,21375_11_00
21523,1,21523_12_45
39997,1,39997_12_55
40100,1,40100_13_55
40103,1,40103_16_15
40102,1,40102_19_00
40101,1,40101_05_10
40100,1,40100_06_55
40101,1,40101_09_15
40061,1,40061_11_25
21375,1,21375_11_45
45247,1,45247_13_35
20677,1,20677_15_00
20751,1,20751_17_05
35186,1,35186_19_15
35187,1,35187_04_40
20677,1,20677_06_40
40424,1,40424_09_25
40124,1,40124_11_05
42513,1,42513_14_15
25923,1,25923_15_20
25926,1,25926_16_50
25923,1,25923_17_55
25926,1,25926_19_00
25923,1,25923_20_30
25926,1,25926_05_30
25923,1,25923_06_35
25926,1,25926_08_05
25923,1,25923_09_25
43661,1,43661_10_35
44893,1,44893_11_45
31649,1,31649_13_25
50100,1,50100_14_45
50101,1,50101_16_20
50100,1,50100_16_45
50101,1,50101_17_10
50100,1,50100_17_35
50101,1,50101_18_00
50100,1,50100_18_25
50101,1,50101_18_50
50100,1,50100_19_15
50101,1,50101_19_40
50100,1,50100_20_05
50102,1,50102_20_55
31649,1,31649_04_10
50100,1,50100_05_45
50101,1,50101_06_50
50100,1,50100_07_15
50101,1,50101_07_40
50100,1,50100_08_05
50101,1,50101_08_30
50100,1,50100_08_55
50101,1,50101_09_20
50100,1,50100_09_45
50101,1,50101_10_30
50100,1,50100_10_50
50102,1,50102_11_10
6918,1,6918_11_40
42506,1,42506_14_25
35528,1,35528_15_30
26415,1,26415_16_50
26414,1,26414_17_20
25824,1,25824_18_00
35528,1,35528_19_00
25824,1,25824_20_00
35528,1,35528_21_25
25824,1,25824_05_45
35528,1,35528_06_35
25824,1,25824_07_30
35528,1,35528_08_25
25824,1,25824_09_15
35528,1,35528_10_35
49620,1,49620_11_30
44893,1,44893_12_00
44780,1,44780_12_50
43548,1,43548_12_55
4519,1,4519_14_25
4522,1,4522_16_00
4519,1,4519_17_35
4522,1,4522_19_40
4519,1,4519_20_25
4522,1,4522_04_45
4519,1,4519_06_00
4522,1,4522_07_15
4519,1,4519_09_10
6810,1,6810_10_40
6784,1,6784_10_45
31252,1,31252_13_50
45466,1,45466_13_55
21229,1,21229_15_05
31125,1,31125_17_35
32206,1,32206_19_30
18611,1,18611_20_35
21229,1,21229_05_10
31125,1,31125_07_30
31125,1,31125_11_10
31251,1,31251_11_30
39590,1,39590_14_20
31559,1,31559_15_05
31558,1,31558_16_55
19739,1,19739_18_20
4337,1,4337_20_00
31559,1,31559_05_20
31558,1,31558_06_35
30377,1,30377_07_50
4337,1,4337_09_35
39591,1,39591_11_25
39534,1,39534_12_05
39612,1,39612_14_02
35218,1,35218_15_05
35217,1,35217_16_30
35218,1,35218_18_15
29319,1,29319_19_30
35218,1,35218_21_00
35217,1,35217_05_30
35218,1,35218_06_35
35217,1,35217_08_10
35218,1,35218_09_30
29319,1,29319_10_40
39613,1,39613_11_45
40111,1,40111_13_40
2563,1,2563_13_45
2561,1,2561_14_05
50188,1,50188_16_15
50191,1,50191_18_05
2563,1,2563_20_20
2561,1,2561_05_15
50188,1,50188_06_35
50190,1,50190_08_00
2560,1,2560_10_10
2561,1,2561_11_50
40112,1,40112_12_05
44892,1,44892_13_30
6543,1,6543_13_30
43595,1,43595_14_30
6543,1,6543_16_05
43595,1,43595_18_15
6543,1,6543_20_00
43595,1,43595_05_30
6543,1,6543_07_10
43595,1,43595_08_35
6543,1,6543_10_05
49817,1,49817_11_20
51784,1,51784_12_35
51095,1,51095_13_05
51094,1,51094_15_00
51095,1,51095_17_40
51094,1,51094_19_05
51095,1,51095_04_00
51094,1,51094_05_15
51095,1,51095_06_30
51094,1,51094_08_30
51783,1,51783_10_35
44781,1,44781_11_00
6825,1,6825_07_00
47828,1,47828_07_00
47822,1,47822_07_30
31649,1,31649_07_55
47809,1,47809_09_20
38116,1,38116_11_35
38115,1,38115_12_00
47815,1,47815_12_25
29662,1,29662_14_10
47821,1,47821_16_00
47829,1,47829_16_35
7199,1,7199_17_20
6918,1,6918_18_20
23504,1,23504_13_00
23507,1,23507_14_35
23504,1,23504_16_35
23507,1,23507_19_15
23504,1,23504_04_00
23507,1,23507_05_25
23504,1,23504_07_00
21997,1,21997_09_15
29250,1,29250_11_20
47843,1,47843_11_40
25047,1,25047_13_00
44761,1,44761_13_55
25397,1,25397_14_50
44761,1,44761_15_45
25397,1,25397_17_15
44761,1,44761_18_20
25397,1,25397_19_25
44761,1,44761_20_55
25397,1,25397_05_10
44761,1,44761_06_05
25397,1,25397_07_00
44761,1,44761_07_55
25397,1,25397_08_50
44761,1,44761_09_45
9390,1,9390_11_05
9196,1,9196_11_25
44892,1,44892_13_40
42506,1,42506_13_40
36267,1,36267_14_50
26271,1,26271_16_10
36267,1,36267_18_00
26271,1,26271_19_25
36267,1,36267_21_05
26271,1,26271_05_20
36267,1,36267_06_25
26271,1,26271_07_30
36267,1,36267_09_15
50211,1,50211_10_35
44893,1,44893_11_40
6620,1,6620_13_50
24102,1,24102_13_55
37186,1,37186_14_10
37185,1,37185_15_40
37186,1,37186_17_35
37185,1,37185_19_05
37186,1,37186_21_00
37185,1,37185_05_50
37186,1,37186_07_05
37185,1,37185_08_35
37186,1,37186_10_30
37214,1,37214_11_05
44892,1,44892_13_35
42771,1,42771_13_35
26231,1,26231_13_45
26232,1,26232_14_55
26231,1,26231_16_40
26232,1,26232_18_00
26231,1,26231_19_20
26232,1,26232_21_05
26231,1,26231_06_00
26232,1,26232_07_05
26231,1,26231_08_20
26232,1,26232_10_10
50097,1,50097_11_30
49817,1,49817_12_00
44892,1,44892_14_00
42781,1,42781_14_00
26242,1,26242_14_15
26239,1,26239_15_25
26242,1,26242_16_35
26239,1,26239_18_00
50232,1,50232_19_10
50231,1,50231_20_05
26242,1,26242_20_45
26239,1,26239_05_25
26242,1,26242_06_25
26239,1,26239_08_00
26242,1,26242_09_20
26239,1,26239_10_35
50095,1,50095_11_50
49817,1,49817_12_20
44892,1,44892_14_05
42506,1,42506_14_05
51317,1,51317_15_15
25907,1,25907_16_30
25908,1,25908_18_00
26201,1,26201_19_15
51317,1,51317_21_00
26201,1,26201_05_20
51317,1,51317_06_20
26201,1,26201_07_20
51317,1,51317_09_00
25907,1,25907_10_15
25908,1,25908_11_15
42853,1,42853_12_05
44893,1,44893_12_15
41977,1,41977_14_20
50238,1,50238_14_55
50239,1,50239_15_50
50238,1,50238_16_45
50239,1,50239_18_05
50238,1,50238_19_00
50239,1,50239_20_20
50238,1,50238_21_15
50239,1,50239_05_30
50238,1,50238_06_20
50239,1,50239_07_10
50238,1,50238_08_05
50239,1,50239_09_00
50238,1,50238_10_20
50239,1,50239_11_15
41979,1,41979_12_05
44738,1,44738_12_30
10493,1,10493_13_50
23799,1,23799_13_57
18863,1,18863_14_05
33699,1,33699_15_10
18863,1,18863_16_40
33699,1,33699_17_45
18863,1,18863_18_50
33699,1,33699_20_20
18863,1,18863_05_20
33699,1,33699_06_15
18863,1,18863_07_20
33699,1,33699_08_25
18863,1,18863_09_30
33699,1,33699_10_35
21798,1,21798_12_05
26852,1,26852_12_12
14097,1,14097_07_25
50257,1,50257_08_00
50258,1,50258_09_00
50257,1,50257_10_00
50258,1,50258_11_10
50257,1,50257_12_00
50258,1,50258_13_05
50257,1,50257_14_00
50258,1,50258_14_50
50257,1,50257_16_00
50258,1,50258_16_55
50758,1,50758_17_55
9481,1,9481_06_50
50271,1,50271_07_00
50271,1,50271_09_00
50271,1,50271_11_00
50271,1,50271_13_00
50271,1,50271_15_00
50271,1,50271_17_00
9481,1,9481_07_50
50271,1,50271_08_00
50271,1,50271_10_00
50271,1,50271_12_00
50271,1,50271_14_00
50271,1,50271_16_00
50271,1,50271_18_00
11796,1,11796_07_20
50273,1,50273_07_30
50273,1,50273_09_30
50273,1,50273_11_30
50273,1,50273_13_30
50273,1,50273_15_30
50273,1,50273_17_30
11799,1,11799_19_00
11796,1,11796_08_20
50273,1,50273_08_30
50273,1,50273_10_30
50273,1,50273_12_30
50273,1,50273_14_30
50273,1,50273_16_30
50273,1,50273_18_30
11799,1,11799_20_00
10377,1,10377_06_30
20573,1,20573_06_30
50246,1,50246_07_00
50247,1,50247_08_00
50246,1,50246_09_00
50247,1,50247_10_00
50246,1,50246_11_00
50247,1,50247_12_00
50246,1,50246_13_00
50247,1,50247_14_00
50246,1,50246_15_00
50247,1,50247_16_00
50246,1,50246_17_00
27759,1,27759_17_45
10385,1,10385_18_00
10377,1,10377_07_30
20573,1,20573_07_30
50246,1,50246_08_00
50247,1,50247_09_00
50246,1,50246_10_00
50247,1,50247_11_00
50246,1,50246_12_00
50247,1,50247_13_00
50246,1,50246_14_00
50247,1,50247_15_00
50246,1,50246_16_00
50247,1,50247_17_00
50246,1,50246_18_00
27759,1,27759_18_45
10385,1,10385_19_00
26896,1,26896_06_40
50260,1,50260_07_30
50262,1,50262_08_30
50260,1,50260_09_30
50262,1,50262_10_30
50260,1,50260_11_30
50262,1,50262_12_30
50260,1,50260_13_30
50262,1,50262_14_30
50260,1,50260_15_30
50262,1,50262_16_30
23994,1,23994_17_20
9196,1,9196_18_10
7248,1,7248_13_50
1796,1,1796_13_50
18050,1,18050_14_25
18051,1,18051_15_05
18050,1,18050_15_45
18051,1,18051_16_50
18050,1,18050_17_30
18051,1,18051_18_10
18050,1,18050_18_50
18051,1,18051_19_30
18050,1,18050_20_10
18051,1,18051_20_50
18050,1,18050_21_55
18051,1,18051_05_30
18050,1,18050_06_05
18051,1,18051_06_45
18050,1,18050_07_25
18051,1,18051_08_05
18050,1,18050_08_45
18051,1,18051_09_50
18050,1,18050_10_30
18051,1,18051_11_10
2554,1,2554_11_50
32684,1,32684_12_25
9077,1,9077_07_50
43774,1,43774_08_00
21147,1,21147_10_10
43774,1,43774_11_55
21147,1,21147_16_00
9078,1,9078_17_45
9077,1,9077_08_50
43774,1,43774_09_00
21147,1,21147_11_10
43774,1,43774_12_55
21147,1,21147_17_00
9078,1,9078_18_45
1260,1,1260_08_00
23829,1,23829_08_00
19770,1,19770_08_25
19770,1,19770_09_15
19770,1,19770_10_30
19770,1,19770_11_20
19770,1,19770_14_15
19770,1,19770_15_05
19770,1,19770_15_55
19770,1,19770_16_45
25092,1,25092_17_35
1264,1,1264_18_05
10493,1,10493_08_15
27016,1,27016_08_20
19815,1,19815_09_20
19817,1,19817_10_15
19815,1,19815_12_20
19817,1,19817_13_15
19815,1,19815_16_55
19817,1,19817_17_50
36956,1,36956_18_45
26852,1,26852_19_40
1261,1,1261_08_00
40920,1,40920_08_00
21850,1,21850_08_35
21850,1,21850_09_25
21850,1,21850_10_55
21850,1,21850_11_45
21850,1,21850_12_35
21850,1,21850_13_25
21850,1,21850_14_55
21850,1,21850_15_45
40920,1,40920_16_35
1272,1,1272_17_00
8165,1,8165_06_30
7530,1,7530_06_35
47125,1,47125_06_50
44203,1,44203_07_50
47125,1,47125_08_55
44203,1,44203_16_50
32242,1,32242_17_45
8167,1,8167_17_55
33785,1,33785_08_00
41600,1,41600_08_00
21228,1,21228_08_10
51182,1,51182_08_50
21228,1,21228_10_10
51182,1,51182_10_50
28467,1,28467_11_30
47209,1,47209_15_05
21228,1,21228_15_45
51182,1,51182_17_05
28314,1,28314_17_45
6622,1,6622_17_45
40111,1,40111_07_10
18997,1,18997_07_20
34418,1,34418_09_00
3928,1,3928_10_10
34418,1,34418_14_15
3928,1,3928_15_25
2563,1,2563_17_00
40112,1,40112_18_05
33752,1,33752_07_00
35877,1,35877_07_05
21072,1,21072_08_00
48924,1,48924_09_00
48925,1,48925_10_55
21135,1,21135_11_55
21072,1,21072_15_40
21135,1,21135_16_35
35876,1,35876_17_30
33753,1,33753_18_20
40111,1,40111_07_40
18997,1,18997_07_50
34418,1,34418_09_30
3928,1,3928_10_40
34418,1,34418_14_45
3928,1,3928_15_55
2563,1,2563_17_30
40112,1,40112_18_35
33752,1,33752_08_00
35877,1,35877_08_05
21072,1,21072_09_00
21135,1,21135_10_00
21072,1,21072_11_55
21135,1,21135_12_55
21072,1,21072_16_40
21135,1,21135_17_35
35876,1,35876_18_30
33753,1,33753_19_20
8165,1,8165_07_30
40520,1,40520_09_00
41908,1,41908_11_00
41907,1,41907_11_50
41908,1,41908_15_00
41907,1,41907_15_50
41908,1,41908_16_40
41907,1,41907_17_30
8266,1,8266_07_20
7362,1,7362_07_20
7364,1,7364_07_40
7362,1,7362_09_35
7364,1,7364_14_00
7362,1,7362_15_55
7364,1,7364_17_25
8270,1,8270_17_35
8266,1,8266_07_50
7362,1,7362_07_50
7364,1,7364_08_10
7362,1,7362_10_05
7364,1,7364_14_30
7362,1,7362_16_25
7364,1,7364_17_55
8270,1,8270_18_05
8266,1,8266_08_20
7362,1,7362_08_20
7364,1,7364_08_40
7362,1,7362_10_35
7364,1,7364_15_00
7362,1,7362_16_55
7364,1,7364_18_25
8270,1,8270_18_35
23042,1,23042_07_05
26852,1,26852_18_25
26852,1,26852_18_05
7377,1,7377_08_00
20878,1,20878_08_20
36008,1,36008_09_50
36009,1,36009_15_15
40099,1,40099_16_50
19548,1,19548_18_20
33752,1,33752_07_30
44015,1,44015_07_35
21101,1,21101_08_15
21094,1,21094_10_00
21101,1,21101_13_10
21094,1,21094_17_05
51562,1,51562_18_20
33753,1,33753_18_55
9077,1,9077_06_55
50494,1,50494_07_00
50495,1,50495_08_40
50494,1,50494_09_55
50495,1,50495_13_20
50494,1,50494_14_35
50495,1,50495_16_15
9078,1,9078_17_25
9077,1,9077_07_55
50494,1,50494_08_00
50495,1,50495_09_40
50494,1,50494_10_55
50495,1,50495_14_20
50494,1,50494_15_35
50495,1,50495_17_15
9078,1,9078_18_25
9481,1,9481_07_20
31624,1,31624_07_30
31625,1,31625_07_40
31624,1,31624_08_15
31625,1,31625_08_50
31624,1,31624_09_50
31624,1,31624_11_55
31625,1,31625_12_30
31624,1,31624_14_00
31624,1,31624_16_05
31624,1,31624_17_15
31625,1,31625_17_50
9483,1,9483_18_00
10377,1,10377_07_20
20574,1,20574_07_25
20573,1,20573_07_40
20574,1,20574_08_30
20573,1,20573_09_40
20574,1,20574_10_30
20573,1,20573_12_45
20574,1,20574_13_55
19237,1,19237_15_05
4434,1,4434_16_10
20574,1,20574_16_30
20573,1,20573_17_15
10385,1,10385_17_25
44737,1,44737_08_20
39697,1,39697_08_20
39118,1,39118_09_10
33447,1,33447_10_00
39118,1,39118_11_45
33447,1,33447_14_30
39118,1,39118_16_15
33447,1,33447_17_30
39696,1,39696_18_20
44738,1,44738_19_05
16751,1,16751_08_30
22504,1,22504_08_30
23554,1,23554_09_25
22504,1,22504_11_15
23554,1,23554_12_15
22504,1,22504_13_15
23554,1,23554_15_05
22504,1,22504_16_40
23554,1,23554_17_40
15340,1,15340_18_35
9077,1,9077_07_20
20510,1,20510_07_30
42156,1,42156_08_35
20510,1,20510_09_40
42156,1,42156_12_30
20510,1,20510_16_10
42156,1,42156_17_15
9078,1,9078_18_10
1328,1,1328_08_00
44418,1,44418_08_00
36025,1,36025_09_00
36027,1,36027_09_55
36025,1,36025_10_50
36027,1,36027_12_10
36025,1,36025_13_00
36027,1,36027_16_30
46954,1,46954_17_30
1331,1,1331_18_25
33319,1,33319_07_30
44470,1,44470_07_35
44472,1,44472_08_30
46954,1,46954_11_00
44472,1,44472_15_30
39874,1,39874_17_30
33321,1,33321_18_25
11522,1,11522_07_25
11581,1,11581_07_25
41702,1,41702_07_40
41703,1,41703_08_55
41702,1,41702_10_35
41703,1,41703_12_45
41702,1,41702_15_25
41703,1,41703_17_20
11855,1,11855_18_30
34252,1,34252_18_40
50503,1,50503_08_40
50505,1,50505_11_00
50506,1,50506_13_00
50504,1,50504_17_45
44446,1,44446_19_10
33321,1,33321_19_30
8165,1,8165_07_45
21616,1,21616_07_50
21615,1,21615_08_55
21616,1,21616_10_55
21615,1,21615_12_45
21616,1,21616_14_35
21616,1,21616_17_15
21615,1,21615_18_10
8167,1,8167_19_10
8266,1,8266_08_00
36017,1,36017_08_00
26261,1,26261_08_20
35519,1,35519_09_05
26261,1,26261_10_30
35519,1,35519_11_15
26261,1,26261_14_55
35519,1,35519_15_40
26261,1,26261_16_50
35519,1,35519_17_35
8346,1,8346_18_15
8270,1,8270_18_30
6771,1,6771_06_40
50509,1,50509_06_45
50510,1,50510_07_55
50511,1,50511_09_00
50508,1,50508_10_55
50509,1,50509_11_55
50508,1,50508_16_50
15744,1,15744_08_00
33016,1,33016_08_00
28319,1,28319_09_05
28317,1,28317_10_25
28319,1,28319_11_15
28317,1,28317_14_20
28319,1,28319_15_10
28317,1,28317_16_05
33017,1,33017_17_00
15729,1,15729_18_00
6861,1,6861_08_05
39714,1,39714_08_05
41185,1,41185_08_40
41117,1,41117_10_00
41185,1,41185_14_20
41117,1,41117_17_45
32592,1,32592_19_00
6861,1,6861_07_45
39714,1,39714_07_45
41185,1,41185_08_20
41117,1,41117_09_40
41185,1,41185_13_50
41117,1,41117_17_30
32592,1,32592_18_45
1328,1,1328_07_15
40798,1,40798_07_15
32637,1,32637_08_00
33616,1,33616_10_30
32637,1,32637_14_00
33616,1,33616_16_30
42275,1,42275_18_05
1331,1,1331_18_45
44780,1,44780_08_10
43551,1,43551_08_10
45751,1,45751_08_40
44212,1,44212_10_05
45751,1,45751_15_40
44212,1,44212_17_30
43556,1,43556_18_50
44781,1,44781_19_10
48621,1,48621_06_45
48636,1,48636_06_50
27821,1,27821_08_25
29326,1,29326_12_05
48637,1,48637_16_45
48621,1,48621_18_10
8565,1,8565_07_00
44622,1,44622_07_00
36749,1,36749_07_15
44622,1,44622_08_25
36749,1,36749_09_20
44622,1,44622_11_00
36749,1,36749_12_50
44622,1,44622_14_40
36749,1,36749_16_30
44622,1,44622_17_45
44291,1,44291_18_30
10493,1,10493_07_05
50521,1,50521_07_10
50522,1,50522_17_40
26852,1,26852_18_30
6861,1,6861_08_30
7108,1,7108_08_35
44775,1,44775_09_15
44776,1,44776_11_05
44775,1,44775_12_50
44775,1,44775_16_40
7025,1,7025_18_05
6861,1,6861_18_40
44737,1,44737_08_50
39697,1,39697_08_50
50546,1,50546_08_55
50547,1,50547_10_20
33447,1,33447_12_00
