route_id,service_id,trip_id
23021,1,23021_15_50
22511,1,22511_17_30
23021,1,23021_18_55
22511,1,22511_20_30
23021,1,23021_05_20
22511,1,22511_06_15
23021,1,23021_07_10
22511,1,22511_08_05
23021,1,23021_09_15
22511,1,22511_10_50
32966,1,32966_11_53
13319,1,13319_14_10
26635,1,26635_14_11
26633,1,26633_14_25
26632,1,26632_15_05
26633,1,26633_16_05
26632,1,26632_16_45
26633,1,26633_17_30
26632,1,26632_18_15
26633,1,26633_19_00
26632,1,26632_19_45
26633,1,26633_20_50
26632,1,26632_21_35
26633,1,26633_22_15
26632,1,26632_05_45
26633,1,26633_06_25
26632,1,26632_07_05
26633,1,26633_07_50
26632,1,26632_08_35
26633,1,26633_09_20
26632,1,26632_10_05
26633,1,26633_11_15
26632,1,26632_12_05
26640,1,26640_12_45
13322,1,13322_12_54
13319,1,13319_14_30
22511,1,22511_14_31
23021,1,23021_15_05
22511,1,22511_16_15
23021,1,23021_17_20
22511,1,22511_19_05
23021,1,23021_20_40
22511,1,22511_21_50
23021,1,23021_05_40
22511,1,22511_06_35
23021,1,23021_07_30
22511,1,22511_08_40
23021,1,23021_10_10
22511,1,22511_11_20
13322,1,13322_11_54
16751,1,16751_14_00
19312,1,19312_14_00
16607,1,16607_14_50
16608,1,16608_17_00
16607,1,16607_19_35
16608,1,16608_05_15
16607,1,16607_07_15
16608,1,16608_09_35
22773,1,22773_11_50
15340,1,15340_12_25
8165,1,8165_14_30
22891,1,22891_14_35
28535,1,28535_15_30
28513,1,28513_16_45
28535,1,28535_18_05
28513,1,28513_19_40
28535,1,28535_21_25
28513,1,28513_05_30
28535,1,28535_06_35
28513,1,28513_07_45
28535,1,28535_09_05
28541,1,28541_10_50
19496,1,19496_11_55
8167,1,8167_12_45
2144,1,2144_12_30
31083,1,31083_12_32
6273,1,6273_13_35
31666,1,31666_15_20
6273,1,6273_16_45
31666,1,31666_18_10
6273,1,6273_20_00
31666,1,31666_04_40
6273,1,6273_05_55
31666,1,31666_07_10
6273,1,6273_08_35
22961,1,22961_10_30
20021,1,20021_11_05
13319,1,13319_14_15
11007,1,11007_14_16
14533,1,14533_14_50
22161,1,22161_15_45
14533,1,14533_16_40
22161,1,22161_17_35
14533,1,14533_18_30
22161,1,22161_19_45
14533,1,14533_21_10
22161,1,22161_05_20
14533,1,14533_06_15
22161,1,22161_07_10
14533,1,14533_08_15
22161,1,22161_09_20
14533,1,14533_10_50
22161,1,22161_11_55
13322,1,13322_12_15
1261,1,1261_13_40
24289,1,24289_13_45
23254,1,23254_14_05
23256,1,23256_15_00
23254,1,23254_15_55
23256,1,23256_16_55
23254,1,23254_17_55
23256,1,23256_19_20
23254,1,23254_20_15
23256,1,23256_21_40
23254,1,23254_05_45
23256,1,23256_06_35
23254,1,23254_07_25
23256,1,23256_08_15
23254,1,23254_09_30
23256,1,23256_10_35
24644,1,24644_11_35
1272,1,1272_11_45
1328,1,1328_13_55
6361,1,6361_13_57
20854,1,20854_15_15
5695,1,5695_17_00
20854,1,20854_18_20
5695,1,5695_19_40
20854,1,20854_21_20
5695,1,5695_05_30
20854,1,20854_06_50
5695,1,5695_08_35
17721,1,17721_09_55
1331,1,1331_11_13
9481,1,9481_13_45
18650,1,18650_13_50
19368,1,19368_14_05
2935,1,2935_15_30
19368,1,19368_17_05
2935,1,2935_19_05
19368,1,19368_20_40
2935,1,2935_05_30
19368,1,19368_06_30
2935,1,2935_07_55
19368,1,19368_09_10
2935,1,2935_10_30
18648,1,18648_11_45
9483,1,9483_12_15
9077,1,9077_13_10
27050,1,27050_13_15
9403,1,9403_14_20
24792,1,24792_15_45
9416,1,9416_17_35
24797,1,24797_18_45
9421,1,9421_20_00
24792,1,24792_05_40
9403,1,9403_07_00
24799,1,24799_08_25
9406,1,9406_10_15
9078,1,9078_11_35
23779,1,23779_14_05
21228,1,21228_14_10
51182,1,51182_14_55
21228,1,21228_16_05
51182,1,51182_16_50
21228,1,21228_17_40
51182,1,51182_18_30
21228,1,21228_19_20
51182,1,51182_20_05
21228,1,21228_21_20
51182,1,51182_22_05
21228,1,21228_05_40
51182,1,51182_06_20
21228,1,21228_07_05
51182,1,51182_07_55
21228,1,21228_08_45
51182,1,51182_09_35
21228,1,21228_10_50
51182,1,51182_11_40
19027,1,19027_12_30
6622,1,6622_12_35
17711,1,17711_14_00
25049,1,25049_14_02
40674,1,40674_15_20
20273,1,20273_16_30
40674,1,40674_18_05
20273,1,20273_19_15
40674,1,40674_20_25
20273,1,20273_22_00
40674,1,40674_22_25
20273,1,20273_05_35
40674,1,40674_06_40
20273,1,20273_07_50
40674,1,40674_08_55
20273,1,20273_10_35
40674,1,40674_11_45
19682,1,19682_12_45
15835,1,15835_12_53
6776,1,6776_12_45
22923,1,22923_12_50
29758,1,29758_14_05
22923,1,22923_15_50
29758,1,29758_17_35
22923,1,22923_18_50
29758,1,29758_20_10
22923,1,22923_04_00
29758,1,29758_05_35
22923,1,22923_07_15
29758,1,29758_09_20
1300,1,1300_10_35
32965,1,32965_13_00
25760,1,25760_13_02
21468,1,21468_13_45
25760,1,25760_14_45
21468,1,21468_15_45
25760,1,25760_16_45
21468,1,21468_18_10
25760,1,25760_19_15
21468,1,21468_20_45
25760,1,25760_05_00
21468,1,21468_05_55
25760,1,25760_06_55
21468,1,21468_07_55
25760,1,25760_08_55
21468,1,21468_10_25
32966,1,32966_11_08
1261,1,1261_14_20
29243,1,29243_14_22
9430,1,9430_14_55
9432,1,9432_15_40
9430,1,9430_16_25
9432,1,9432_17_10
9430,1,9430_17_55
9432,1,9432_19_05
9430,1,9430_19_50
9432,1,9432_21_00
9430,1,9430_21_40
9432,1,9432_05_30
9430,1,9430_06_10
9432,1,9432_06_50
9430,1,9430_07_30
9432,1,9432_08_10
9430,1,9430_09_15
9432,1,9432_10_00
9430,1,9430_10_40
9432,1,9432_11_20
9430,1,9430_12_00
24977,1,24977_12_35
1272,1,1272_12_38
9315,1,9315_12_50
29326,1,29326_12_55
19956,1,19956_14_20
29321,1,29321_16_00
19956,1,19956_17_15
29321,1,29321_18_30
19956,1,19956_20_10
29321,1,29321_05_55
19956,1,19956_07_05
29321,1,29321_08_40
27821,1,27821_09_50
9298,1,9298_11_10
12370,1,12370_14_02
12369,1,12369_14_45
12370,1,12370_16_10
12369,1,12369_17_10
12370,1,12370_18_15
12369,1,12369_19_20
12370,1,12370_20_25
12369,1,12369_21_45
12370,1,12370_05_50
12369,1,12369_06_50
12370,1,12370_07_55
12369,1,12369_09_00
12370,1,12370_10_20
12369,1,12369_11_25
32966,1,32966_12_08
25514,1,25514_13_25
23708,1,23708_13_55
23707,1,23707_15_00
23708,1,23708_16_30
23707,1,23707_17_35
23708,1,23708_18_40
34124,1,34124_20_10
32069,1,32069_05_00
23707,1,23707_06_05
23708,1,23708_07_35
23707,1,23707_08_40
24938,1,24938_09_45
19496,1,19496_10_40
8167,1,8167_11_35
25763,1,25763_14_02
51718,1,51718_14_55
25763,1,25763_16_00
51718,1,51718_17_30
25763,1,25763_18_35
51718,1,51718_19_40
25763,1,25763_21_10
51718,1,51718_05_15
25763,1,25763_06_20
51718,1,51718_07_25
25763,1,25763_08_30
51718,1,51718_10_00
25763,1,25763_11_05
32966,1,32966_11_28
2144,1,2144_15_25
6361,1,6361_15_30
20854,1,20854_16_10
5695,1,5695_16_55
20854,1,20854_18_40
5695,1,5695_20_00
20854,1,20854_21_45
5695,1,5695_06_05
20854,1,20854_07_10
5695,1,5695_08_30
20854,1,20854_10_15
5695,1,5695_11_35
17721,1,17721_12_15
20021,1,20021_12_50
6771,1,6771_13_45
1796,1,1796_13_55
28213,1,28213_15_25
28214,1,28214_17_30
28213,1,28213_19_35
28214,1,28214_05_05
28213,1,28213_06_40
28214,1,28214_08_45
28213,1,28213_10_25
28214,1,28214_12_00
1300,1,1300_12_25
6827,1,6827_13_30
23222,1,23222_13_50
28496,1,28496_15_00
23222,1,23222_16_10
28496,1,28496_17_20
23222,1,23222_18_55
28496,1,28496_20_05
23222,1,23222_04_30
28496,1,28496_05_30
23222,1,23222_06_30
28496,1,28496_07_40
23222,1,23222_08_50
28496,1,28496_10_25
6830,1,6830_11_30
10493,1,10493_14_40
33974,1,33974_14_41
29151,1,29151_15_00
29151,1,29151_17_05
29151,1,29151_18_45
29151,1,29151_20_50
29151,1,29151_06_05
29151,1,29151_07_45
29151,1,29151_09_25
29151,1,29151_11_30
23868,1,23868_13_10
26852,1,26852_13_29
10493,1,10493_15_00
21390,1,21390_15_01
29151,1,29151_15_25
29151,1,29151_17_30
29151,1,29151_19_10
29151,1,29151_21_15
29151,1,29151_06_30
29151,1,29151_08_10
29151,1,29151_10_15
29151,1,29151_11_55
26852,1,26852_13_49
10493,1,10493_15_30
21390,1,21390_15_32
19559,1,19559_15_50
19559,1,19559_17_55
19559,1,19559_19_35
19559,1,19559_21_40
19559,1,19559_06_55
19559,1,19559_08_35
19559,1,19559_10_40
19559,1,19559_12_20
20610,1,20610_14_00
26852,1,26852_14_18
16751,1,16751_15_30
19280,1,19280_15_31
23021,1,23021_15_45
22511,1,22511_17_15
23021,1,23021_18_45
22511,1,22511_20_10
23021,1,23021_21_25
22511,1,22511_22_45
23021,1,23021_06_10
22511,1,22511_07_05
23021,1,23021_08_00
22511,1,22511_09_10
23021,1,23021_10_45
22511,1,22511_11_55
22372,1,22372_13_00
15340,1,15340_13_14
33785,1,33785_12_45
37028,1,37028_12_50
21157,1,21157_12_55
26731,1,26731_13_45
21157,1,21157_14_35
26731,1,26731_15_25
21157,1,21157_16_40
26731,1,26731_17_30
21157,1,21157_18_15
26731,1,26731_19_05
21157,1,21157_20_20
26731,1,26731_05_00
21157,1,21157_05_50
26731,1,26731_06_40
21157,1,21157_07_30
26731,1,26731_08_20
21157,1,21157_09_10
26731,1,26731_10_25
31417,1,31417_11_10
6622,1,6622_11_13
7574,1,7574_14_15
7605,1,7605_14_17
7603,1,7603_14_20
7977,1,7977_14_55
28067,1,28067_15_55
7977,1,7977_16_55
28067,1,28067_18_20
7977,1,7977_19_20
28067,1,28067_20_20
7977,1,7977_06_30
28067,1,28067_07_30
7977,1,7977_08_30
28067,1,28067_09_30
7977,1,7977_10_55
28067,1,28067_11_55
7605,1,7605_12_55
21880,1,21880_13_25
7575,1,7575_13_28
7574,1,7574_14_40
23326,1,23326_14_42
29185,1,29185_14_50
28056,1,28056_16_15
29185,1,29185_17_40
28056,1,28056_19_05
29185,1,29185_20_55
21679,1,21679_21_50
29185,1,29185_05_45
28056,1,28056_07_10
29185,1,29185_08_35
28056,1,28056_10_25
23330,1,23330_11_45
7575,1,7575_11_48
9197,1,9197_14_30
24229,1,24229_14_32
19956,1,19956_15_20
29321,1,29321_16_50
19956,1,19956_18_15
29321,1,29321_19_40
19956,1,19956_21_30
29321,1,29321_06_00
19956,1,19956_07_20
19956,1,19956_10_00
29321,1,29321_11_45
24225,1,24225_12_30
9196,1,9196_12_48
13319,1,13319_13_45
11007,1,11007_13_46
24620,1,24620_14_20
24619,1,24619_15_25
24620,1,24620_16_30
24619,1,24619_18_00
24620,1,24620_19_10
24619,1,24619_20_20
24620,1,24620_21_10
24619,1,24619_05_15
24620,1,24620_06_20
24619,1,24619_07_25
24620,1,24620_08_35
24619,1,24619_10_10
24620,1,24620_11_20
13322,1,13322_12_10
16751,1,16751_13_45
22461,1,22461_13_45
23461,1,23461_14_20
24458,1,24458_15_10
23461,1,23461_16_40
24458,1,24458_17_40
23461,1,23461_19_05
24458,1,24458_20_05
23461,1,23461_21_05
24678,1,24678_04_40
23461,1,23461_05_30
24458,1,24458_06_20
23461,1,23461_07_40
24458,1,24458_08_40
23461,1,23461_09_35
24458,1,24458_10_30
31831,1,31831_11_20
15340,1,15340_11_50
8266,1,8266_14_30
29016,1,29016_14_35
25767,1,25767_14_55
25769,1,25769_16_35
25767,1,25767_17_35
25769,1,25769_18_35
25767,1,25767_19_35
25769,1,25769_21_15
25767,1,25767_06_20
25769,1,25769_07_20
25767,1,25767_08_45
25769,1,25769_09_45
25767,1,25767_10_45
25769,1,25769_11_45
25737,1,25737_12_45
8270,1,8270_12_50
32965,1,32965_14_10
23021,1,23021_14_12
22511,1,22511_15_20
23021,1,23021_16_55
22511,1,22511_18_20
23021,1,23021_19_45
22511,1,22511_21_05
23021,1,23021_05_50
22511,1,22511_06_55
23021,1,23021_08_05
22511,1,22511_09_15
23021,1,23021_10_40
22511,1,22511_11_50
32966,1,32966_12_50
7478,1,7478_14_10
21970,1,21970_14_20
3097,1,3097_15_25
21970,1,21970_16_55
3097,1,3097_18_00
21970,1,21970_19_05
3097,1,3097_20_35
19496,1,19496_05_15
21970,1,21970_05_30
3097,1,3097_06_20
21970,1,21970_07_25
3097,1,3097_08_30
21970,1,21970_09_35
3097,1,3097_10_40
7481,1,7481_11_40
21970,1,21970_14_10
3097,1,3097_15_10
21970,1,21970_16_35
3097,1,3097_17_45
21970,1,21970_18_55
3097,1,3097_20_30
3097,1,3097_05_30
21970,1,21970_05_45
3097,1,3097_06_35
21970,1,21970_07_40
3097,1,3097_08_45
21970,1,21970_09_50
3097,1,3097_11_20
7481,1,7481_12_25
8004,1,8004_14_00
25440,1,25440_14_05
25348,1,25348_14_35
45134,1,45134_15_10
45133,1,45133_16_40
45134,1,45134_19_00
45133,1,45133_20_45
45134,1,45134_05_15
45133,1,45133_07_15
45134,1,45134_08_45
45133,1,45133_10_40
8772,1,8772_12_10
8007,1,8007_12_10
16751,1,16751_14_40
26882,1,26882_14_45
27279,1,27279_15_55
27672,1,27672_17_35
27279,1,27279_18_50
27672,1,27672_20_25
27279,1,27279_21_45
27672,1,27672_05_45
27279,1,27279_07_00
27672,1,27672_08_15
27279,1,27279_09_30
27672,1,27672_11_10
16186,1,16186_12_25
15340,1,15340_13_05
11796,1,11796_14_30
31624,1,31624_14_35
18857,1,18857_14_55
18779,1,18779_15_40
18857,1,18857_16_25
18779,1,18779_17_35
18857,1,18857_18_20
18779,1,18779_19_05
18857,1,18857_19_50
18779,1,18779_20_30
18857,1,18857_21_10
18779,1,18779_22_15
18857,1,18857_05_35
18779,1,18779_06_15
20456,1,20456_07_00
27928,1,27928_07_45
18857,1,18857_08_40
18779,1,18779_09_50
18857,1,18857_10_40
18779,1,18779_11_30
5828,1,5828_12_15
11799,1,11799_12_30
16751,1,16751_14_15
27457,1,27457_14_17
27456,1,27456_16_45
27457,1,27457_19_05
27456,1,27456_20_40
27457,1,27457_05_00
27456,1,27456_07_05
27457,1,27457_09_25
27456,1,27456_11_05
15340,1,15340_12_13
9077,1,9077_14_25
28429,1,28429_14_30
27995,1,27995_15_20
27994,1,27994_16_15
27995,1,27995_17_10
27994,1,27994_18_30
27995,1,27995_19_25
27994,1,27994_20_20
27996,1,27996_21_40
28000,1,28000_05_30
27995,1,27995_06_10
27994,1,27994_06_55
27995,1,27995_07_45
27994,1,27994_08_35
27995,1,27995_09_25
27994,1,27994_10_15
20187,1,20187_11_30
9078,1,9078_12_10
7574,1,7574_14_05
28096,1,28096_14_07
28067,1,28067_14_55
7977,1,7977_15_55
28067,1,28067_16_55
7977,1,7977_17_55
28067,1,28067_19_20
7977,1,7977_20_20
28067,1,28067_06_30
7977,1,7977_07_30
28067,1,28067_08_30
7977,1,7977_09_30
28067,1,28067_10_30
28638,1,28638_11_55
21880,1,21880_12_25
7575,1,7575_12_33
9197,1,9197_13_30
48174,1,48174_13_32
19518,1,19518_14_30
23530,1,23530_16_00
2909,1,2909_17_05
23543,1,23543_18_40
2909,1,2909_20_40
23543,1,23543_05_50
2909,1,2909_07_10
23543,1,23543_08_50
32868,1,32868_10_25
20120,1,20120_11_25
9196,1,9196_11_28
9077,1,9077_14_05
24651,1,24651_14_20
21582,1,21582_15_15
27979,1,27979_16_45
27980,1,27980_18_30
27979,1,27979_20_30
27980,1,27980_04_00
27979,1,27979_05_45
27980,1,27980_08_00
19334,1,19334_09_50
19805,1,19805_10_50
9078,1,9078_11_15
9197,1,9197_13_05
28227,1,28227_13_07
5588,1,5588_13_50
5598,1,5598_14_50
5588,1,5588_16_15
5598,1,5598_17_15
5588,1,5588_18_15
5598,1,5598_19_15
5588,1,5588_20_50
5598,1,5598_05_20
5588,1,5588_06_15
5598,1,5598_07_15
5588,1,5588_08_15
5598,1,5598_09_15
5588,1,5588_10_40
9204,1,9204_11_35
9196,1,9196_11_43
16751,1,16751_13_50
19312,1,19312_13_52
28557,1,28557_14_40
28559,1,28559_15_25
28557,1,28557_16_10
28559,1,28559_17_30
28557,1,28557_18_25
28559,1,28559_19_20
28557,1,28557_20_10
28554,1,28554_21_05
28553,1,28553_22_20
28559,1,28559_06_30
28557,1,28557_07_20
29215,1,29215_08_40
28557,1,28557_09_30
28559,1,28559_10_25
28557,1,28557_11_15
23576,1,23576_12_05
8165,1,8165_13_55
19495,1,19495_14_00
22887,1,22887_15_00
24889,1,24889_17_10
34150,1,34150_19_40
22575,1,22575_06_00
22887,1,22887_07_35
22575,1,22575_09_45
19496,1,19496_11_30
8167,1,8167_12_20
7574,1,7574_14_45
23752,1,23752_14_47
29148,1,29148_16_50
4820,1,4820_18_25
29148,1,29148_20_25
4820,1,4820_06_00
29148,1,29148_07_35
4820,1,4820_09_10
7678,1,7678_11_10
7575,1,7575_12_43
30292,1,30292_14_55
30295,1,30295_15_55
30292,1,30292_17_20
30295,1,30295_19_20
30292,1,30292_21_45
30295,1,30295_06_30
30292,1,30292_08_30
30295,1,30295_10_55
8167,1,8167_12_50
2144,1,2144_14_45
6361,1,6361_14_47
20854,1,20854_16_05
5695,1,5695_17_50
20854,1,20854_19_10
5695,1,5695_20_30
20854,1,20854_22_15
5695,1,5695_06_20
20854,1,20854_07_40
5695,1,5695_09_00
17721,1,17721_10_20
20021,1,20021_11_33
2144,1,2144_15_15
6361,1,6361_15_17
20854,1,20854_16_45
5695,1,5695_18_30
20854,1,20854_19_50
5695,1,5695_21_35
20854,1,20854_05_55
5695,1,5695_07_00
20854,1,20854_08_20
5695,1,5695_10_05
17721,1,17721_11_25
20021,1,20021_12_43
2144,1,2144_13_35
44424,1,44424_13_37
31701,1,31701_14_30
30175,1,30175_16_40
29085,1,29085_17_30
31702,1,31702_18_10
31701,1,31701_20_00
31700,1,31700_05_00
31701,1,31701_06_35
31700,1,31700_08_10
46954,1,46954_10_15
20021,1,20021_11_03
2144,1,2144_14_40
29458,1,29458_14_43
5806,1,5806_15_05
5652,1,5652_15_55
5806,1,5806_17_10
5652,1,5652_18_00
5806,1,5806_18_50
5652,1,5652_19_40
5806,1,5806_20_55
5652,1,5652_05_45
5806,1,5806_06_35
5652,1,5652_07_25
5806,1,5806_08_15
5652,1,5652_09_05
5806,1,5806_09_55
31179,1,31179_11_10
20021,1,20021_12_07
8165,1,8165_14_10
22963,1,22963_14_15
22967,1,22967_14_55
34130,1,34130_16_45
22967,1,22967_18_10
34130,1,34130_19_35
22967,1,22967_21_25
34130,1,34130_06_00
22967,1,22967_07_25
34130,1,34130_08_50
22967,1,22967_10_40
27396,1,27396_12_00
8167,1,8167_12_25
8165,1,8165_14_15
30292,1,30292_14_25
30295,1,30295_16_50
30292,1,30292_18_50
30295,1,30295_21_15
30292,1,30292_06_00
30295,1,30295_08_00
30292,1,30292_10_25
30295,1,30295_11_25
9197,1,9197_13_40
28202,1,28202_13_42
24233,1,24233_14_15
24235,1,24235_14_50
24233,1,24233_15_55
24235,1,24235_17_25
24233,1,24233_18_30
24235,1,24235_19_35
24233,1,24233_21_05
24235,1,24235_06_15
24233,1,24233_07_10
24235,1,24235_08_05
24233,1,24233_09_00
24235,1,24235_10_25
29562,1,29562_11_25
9196,1,9196_12_08
9197,1,9197_14_15
37260,1,37260_14_17
34363,1,34363_14_30
12254,1,12254_15_30
34363,1,34363_16_35
12254,1,12254_17_35
34363,1,34363_18_35
12254,1,12254_19_40
34363,1,34363_20_45
12254,1,12254_22_10
34363,1,34363_05_45
12254,1,12254_06_40
34363,1,34363_08_05
12254,1,12254_09_05
34363,1,34363_10_05
12254,1,12254_11_05
9204,1,9204_12_05
9196,1,9196_12_13
9197,1,9197_14_45
29543,1,29543_14_47
24532,1,24532_15_35
24530,1,24530_16_55
24532,1,24532_18_20
24530,1,24530_20_10
24532,1,24532_22_10
24530,1,24530_06_00
24532,1,24532_07_45
24530,1,24530_09_05
24532,1,24532_10_25
24530,1,24530_11_45
29568,1,29568_12_50
9196,1,9196_13_13
13319,1,13319_14_35
14368,1,14368_14_36
14360,1,14360_14_50
14362,1,14362_15_50
14360,1,14360_16_50
14362,1,14362_17_50
14360,1,14360_19_15
14362,1,14362_20_15
14360,1,14360_21_15
14362,1,14362_22_30
14360,1,14360_05_20
14362,1,14362_06_00
14360,1,14360_06_40
14362,1,14362_07_25
14360,1,14360_08_10
14362,1,14362_09_10
14360,1,14360_10_35
14362,1,14362_11_25
13322,1,13322_12_05
8165,1,8165_14_05
24999,1,24999_14_10
18907,1,18907_15_40
18910,1,18910_17_10
18907,1,18907_18_15
18910,1,18910_19_20
