route_short_name,route_long_name,route_desc,route_type,route_id,agency_id,via
BMSIT-6,BMSIT-6UP,CS-Hebbala  To CS-BMSIT College,3,43747,BMTC,nan
BMSIT-6,BMSIT-6DOWN,CS-BMSIT College To CS-Hebbala,3,43748,BMTC,nan
285 BMSITY-YHKOT,285 BMSITY-YHKOTDOWN,BMSIT College Campous Yelahanka To Yelahanka Old Town,3,43749,BMTC,NES
285 YHKOT-BMSITY,285 YHKOT-BMSITYUP,Yelahanka Old Town To BMSIT College Campous Yelahanka,3,43750,BMTC,NES
BMSIT-6,BMSIT-6DOWN,CS-Peenya 2nd Stage To CS-BMSIT College,3,43751,BMTC,nan
ELC-BGTPS,ELC-BGTPSUP,Electronic City To Bannerughatta Circle,3,43752,BMTC,Jigani
D38G-D38,D38G-D38DOWN,Depot-38 Gate Chikkanagamangala To Depot-38,3,43753,BMTC,nan
D38G--D38,D38G--D38DOWN,Depot-38 Gate Chikkanagamangala To Depot-38,3,43754,BMTC,nan
502-FA KGR-D45,502-FA KGR-D45DOWN,Kengeri TTMC To Depot-45 MS Palya Arrival,3,43755,BMTC,Sunkadakatte
502-FA D45-KGR,502-FA D45-KGRUP,Depot-45 MS Palya Departure To Kengeri TTMC,3,43756,BMTC,Sunkadakatte
MRHB-CSB-D38G,MRHB-CSB-D38GDOWN,Marathahalli Bridge To Depot-38 Gate Chikkanagamangala,3,43757,BMTC,Central Silk Board UFLY  Electronic City
500-AA YHK-CSB,500-AA YHK-CSBUP,Yelahanka Old Town To Central Silk Board (Towards BTM Layout),3,43758,BMTC,Hebbala Tin Factory Marathahalli Bridge
507-C KRP-DWKN,507-C KRP-DWKNUP,KR Puram Govt Hospital To Dwaraka Nagara (Towards Soladevanahalli),3,43759,BMTC,Jn of Nagawara
507-C KRP-DWKN,507-C KRP-DWKNDOWN,Dwaraka Nagara (Towards Chikkabanavara) To KR Puram Govt Hospital,3,43760,BMTC,Abbigere
ITPL-41,ITPL-41UP,CS-Beguru (Hosuru Road) To CS-ITPL,3,43761,BMTC,nan
507-C BMT48-DWRKN,507-C BMT48-DWRKNUP,Depot-48 Departure To Dwaraka Nagara (Towards Soladevanahalli),3,43762,BMTC,HBL  Abbigere
ITPL-1V,ITPL-1VDOWN,CS-ITPL To CS-Padmanabhanagara Rock,3,43763,BMTC,nan
507-C DWS-BMT48,507-C DWS-BMT48DOWN,Dwaraka Nagara (Towards Chikkabanavara) To Depot-48 Arrval,3,43764,BMTC,Abbigere  HBLB
507-C DWRKN-TNF,507-C DWRKN-TNFDOWN,Dwaraka Nagara (Towards Chikkabanavara) To Tin Factory,3,43765,BMTC,Abbigere
507-C KRPGH-BMT45,507-C KRPGH-BMT45DOWN,KR Puram Govt Hospital To Depot-45 MS Palya Arrival,3,43766,BMTC,HBLB
500ACA-PNN-HBL,500ACA-PNN-HBLUP,Padmanabha Nagara To Hebbala Bridge (Towards Bhadrappa Layout),3,43767,BMTC,Central Silk Board Marathahalli Bridge Tin Factory
500-CA HBL-BGR,500-CA HBL-BGRDOWN,Hebbala Bridge (Towards Tin Factory) To Beguru (Towards Beguru),3,43768,BMTC,Tin Factory Marathahalli Bridge Central Silk Board Bommanahalli Hongasandra
507-C BMT45-KRPGH,507-C BMT45-KRPGHUP,Depot-45 MS Palya Departure To KR Puram Govt Hospital,3,43769,BMTC,Nagavara  HBLB  BELC
502-FA NMG-SMH,502-FA NMG-SMHUP,Nelamangala Bus Station To Summanahalli,3,43770,BMTC,Peenya 2nd Stage  Sunkadakatte
300-D KRP-STJHONS,300-D KRP-STJHONSDOWN,KR Puram Govt Hospital To St Johns School Thamos Cafe,3,43771,BMTC,Banasawadi
502-FA SMH-NMG,502-FA SMH-NMGDOWN,Summanahalli To Nelamangala Bus Station,3,43772,BMTC,PSS
45-D PPLO-KBS,45-D PPLO-KBSUP,Poornaprajna Layout To Kempegowda Bus Station,3,43773,BMTC,nan
501-A,501-ADOWN,Banashankari TTMC To Hebbala,3,43774,BMTC,Kathriguppe Nayandahalli Bengaluru University Gate Kengeri Shirke Kottigeplaya Goraguntepalya BEL Circle
500-B KVS-KRPRS,500-B KVS-KRPRSUP,Kendriya Vidyalaya To Railway Station KR Puram,3,43775,BMTC,HBLB
500-B KRPRS-KVSMSP,500-B KRPRS-KVSMSPDOWN,Railway Station KR Puram To Kendriya Vidyalaya,3,43776,BMTC,Nagaravara Jn  HBLB
ELC-CSB-WTTMC,ELC-CSB-WTTMCUP,Electronic City 378 (Towards Electronic City) To White Field TTMC (Vydehi Hospital),3,43777,BMTC,Central Silk Board  Marathahalli Bridge
WTTMC-CSB-ELC,WTTMC-CSB-ELCDOWN,White Field TTMC (Vydehi Hospital) To Electronic City (Towards Attibele),3,43778,BMTC,Marathahalli Brdge
500-QG,500-QGUP,KR Puram Govt Hospital To Jalahalli Cross,3,43779,BMTC,Tin Factory Hebbala Bridge
500-QG,500-QGDOWN,Jalahalli Cross To KR Puram Govt Hospital,3,43780,BMTC,Goraguntepalya  Hebbala Bridge
500 KRPRS-CHRL,500 KRPRS-CHRLDOWN,Railway Station KR Puram To Christal House Learning School,3,43781,BMTC,Heenur Cross
KRPG-BMT24G,KRPG-BMT24GDOWN,KR Puram Govt Hospital To Depot-24G  ITI Layout Arrival,3,43782,BMTC,ITI Colony Gate
GITAM-3,GITAM-3UP,CS-KR Puram goverment Hospital To CS-GITAM University Doddaballapura,3,43783,BMTC,nan
500 MRHB-CHRL,500 MRHB-CHRLUP,Marathahalli Bridge To Christal House Learning School,3,43784,BMTC,Babusaba Palya  Hennur Cross
GITAM-3,GITAM-3DOWN,CS-GITAM University Doddaballapura To CS-KR Puram Goverment Hospital,3,43785,BMTC,nan
KRPG-BMT24G,KRPG-BMT24GDOWN,KR Puram Govt Hospital To Depot-24G  ITI Layout Arrival,3,43786,BMTC,ITI Colony Gate
KRP-D24G,KRP-D24GDOWN,KR Puram Govt Hospital To Depot-24G  ITI Layout Arrival,3,43787,BMTC,nan
BMT24G-KDG,BMT24G-KDGUP,Depot-24G  ITI Layout Departure To Kadugodi Bus Station,3,43788,BMTC,nan
KDG-BMT24,KDG-BMT24DOWN,Kadugodi Bus Station To Depot-24G  ITI Layout Arrival,3,43789,BMTC,Hoodi
V-AIT-NBVC-NYD-BSK,V-AIT-NBVC-NYD-BSKUP,Ambedkar Institute of Technology To Banashankari TTMC,3,43790,BMTC,Kengunte Circle Nagarabhavi Circle Nayandahalli PES College
500-DG CSB-GGP-PSB,500-DG CSB-GGP-PSBDOWN,Central Silk Board (Towards Hebbala) To Peenya Satellite Bus Station (Basaveshwara),3,43791,BMTC,GGP
V-AIT-NBVC-NYD-BSK,V-AIT-NBVC-NYD-BSKUP,Ambedkar Institute of Technology To Banashankari TTMC,3,43792,BMTC,Kengunte Circle Nagarabhavi Circle Nayandahalli PES College
BMT24G-KDG,BMT24G-KDGUP,Depot-24G  ITI Layout Departure To Kadugodi Bus Station,3,43793,BMTC,nan
500-DG BMT10-GGP-JHC,500-DG BMT10-GGP-JHCUP,Depot-10 Gate To Jalahalli Cross,3,43794,BMTC,GGP
HBLB-HPF-BMT41,HBLB-HPF-BMT41DOWN,Hebbala Bridge (Towards Tin Factory) To Depot-41 Gunjuru Gate Arrival,3,43795,BMTC,Tin Factory Hope Form
JHC-HBL-SVM,JHC-HBL-SVMDOWN,Jalahalli Cross To Swamy Vivekananda Metro Station,3,43796,BMTC,Hebbala bridge
KMS-TNF-CSB,KMS-TNF-CSBUP,Kammasandra Gate To Central Silk Board (Towards BTM Layout),3,43797,BMTC,Tin Factory Marathahalli Bridge
505-E BPHNB-CPR,505-E BPHNB-CPRUP,Bayyappanahalli Metro Station To Chandapura (Towards Attibele),3,43798,BMTC,Marathahalli Bridge Central Silk Board
505-E CPR-BPNHB FLY,505-E CPR-BPNHB FLYDOWN,Chandapura (Towards Electronic City) To Bayyappanahalli Metro Station,3,43799,BMTC,Central silk Board Marathahalli Bridge
KBS-3A FLY,KBS-3A FLYUP,Kempegowda Bus Station To Attibele Bus Stand,3,43800,BMTC,Bengaluru Dairy Circle  Central Silk Board
D13-D13G,D13-D13GUP,Depot-13 Kattriguppe To Depot-13 Gate Bus Stop,3,43801,BMTC,nan
503-A VRP-KRPGH,503-A VRP-KRPGHUP,Vidyaranyapura Bus Station To KR Puram Govt Hospital,3,43802,BMTC,BELC  HBLB  TNF
503-A KRPGH-VRP,503-A KRPGH-VRPDOWN,KR Puram Govt Hospital To Vidyaranyapura Bus Station,3,43803,BMTC,TNF  HBLB BEL
CSBS-SGH,CSBS-SGHUP,Chikkallasandra To Sanjay Gandhi Hospital,3,43804,BMTC,Banashankari
ITPL-1K,ITPL-1KUP,CS-ITPL To CS-Gottigere,3,43805,BMTC,nan
500-CN,500-CNDOWN,Bannerughatta National Park To Kadugodi Bus Station,3,43806,BMTC,Central Silk Board Marathahalli Bridge
348-E,348-EUP,RMC Yard To Mangammanapalya,3,43807,BMTC,Malleshwaram Kempegowda Bus Station Madivala Bommanahalli
348-E,348-EDOWN,Mangammanapalya To RMC Yard,3,43808,BMTC,Bommanahalli Madivala Diary Circle Kempegowda Bus Station Malleshwaram Yashawanthapura
MBS-21,MBS-21UP,Chandapura To MEI Layout,3,43809,BMTC,Bagalagunte
500-L CKA-HBL,500-L CKA-HBLUP,Channammanakere Achukattu To Hebbala Bridge (Towards BEL Circle),3,43810,BMTC,nan
502 KDG-D12G,502 KDG-D12GDOWN,Kadugodi Bus Station To Depot-12 Gate,3,43811,BMTC,nan
ELCW-KRPG,ELCW-KRPGUP,ELC Wipro Main  Gate To KR Puram Govt Hospital,3,43812,BMTC,Hosa Road Central Silk Board Marathahalli Bridge Tin Factory
MGR-SNBS,MGR-SNBSUP,Mayohall To Shanthinagara TTMC,3,43813,BMTC,Double Road
401-K YTTMC-D45,401-K YTTMC-D45UP,Yeshwanthapura TTMC To Depot-45 MS Palya Arrival,3,43814,BMTC,BELC  VRP
BMT41G-CPH,BMT41G-CPHUP,Depot-41Gunjur Gate Departure To Chinnappanahalli,3,43815,BMTC,Varthuru  Kundalahalli Gate
333-D CPH-BMT41,333-D CPH-BMT41DOWN,Chinnappanahalli To Depot-41 Gunjuru Gate Arrival,3,43816,BMTC,Kundalahalli Gate  Varthuru
V-500-D13-ITPL,V-500-D13-ITPLUP,Depot-13 Gate To ITPL,3,43817,BMTC,Banashankari TTMC Central Silk Board Marathahalli Bridge Graphite India
V-500-ITPL-D13,V-500-ITPL-D13DOWN,ITPL To Depot-13 Gate,3,43818,BMTC,Graphite India Marathahalli Bridge Central Silk Board Banashankari TTMC
502-G D45-GMC-ITPL,502-G D45-GMC-ITPLUP,Depot-45 MS Palya Departure To ITPL,3,43819,BMTC,BELC  HBLB  MRHB
333-H SNBS-MNK,333-H SNBS-MNKUP,Shanthinagara TTMC To Munnekolalu,3,43820,BMTC,Richmond Circle HAL Marathahalli Bridge
333-H MNK-SNBS,333-H MNK-SNBSDOWN,Munnekolalu To Shanthinagara TTMC,3,43821,BMTC,Marathahalli Bridge HAL Richmond Circle
333 KBS-IDBS,333 KBS-IDBSUP,Kempegowda Bus Station To Aralimara Industrial Area  Rajajinagara,3,43822,BMTC,Sujatha Magadi Road Toll Gate
ITPL-3D,ITPL-3DUP,CS-Industrial Town Aralimara  To CS-ITPL,3,43823,BMTC,nan
ITPL-1E,ITPL-1EDOWN,CS-ITPL To CS-BEML Complex,3,43824,BMTC,nan
ITPL-3E,ITPL-3EDOWN,CS-ITPL To CS-Nagarabhavi BDA Complex,3,43825,BMTC,nan
ITPL-5G,ITPL-5GDOWN,CS-ITPL To CS-Girinagara,3,43826,BMTC,nan
ITPL-1D,ITPL-1DUP,CS-Jayanagara 4th Block  To CS-ITPL,3,43827,BMTC,nan
BEMLA-19,BEMLA-19DOWN,CS-BEML Factory To CS-Hennur Cross,3,43828,BMTC,nan
KDG-CAPG,KDG-CAPGUP,Kadugodi Bus Station To CAP Gemini Garudacharpalya,3,43829,BMTC,nan
ACCB7-64,ACCB7-64UP,CS-Jayadeva Hospital To CS-Accenture B7 Eco Space,3,43830,BMTC,nan
ITPL-5J,ITPL-5JDOWN,CS-ITPL To CS-Jayanagara TTMC,3,43831,BMTC,nan
500-A HBL-CKA,500-A HBL-CKAUP,Hebbala Bridge (Towards Tin Factory) To Channammanakere Achukattu,3,43832,BMTC,nan
45-D PPLO-KBS,45-D PPLO-KBSUP,Poornaprajna Layout To Kempegowda Bus Station,3,43833,BMTC,nan
210-N PPLO-KBS,210-N PPLO-KBSUP,Poornaprajna Layout To Kempegowda Bus Station,3,43834,BMTC,nan
D45-VRP,D45-VRPUP,Depot-45 (MS Palya) Departure To Vidyaranyapura Bus Station,3,43835,BMTC,nan
BMT24G-TNF-BGH,BMT24G-TNF-BGHUP,Depot-24G  ITI Layout Departure To Bhoganahalli,3,43836,BMTC,Tin Factory
BGH-TNF-BMT24G,BGH-TNF-BMT24GDOWN,Bhoganahalli To Depot-24G  ITI Layout Arrival,3,43837,BMTC,Marathahalli Bridge Tin Factory
KRPRGH-TNF-YHKOT,KRPRGH-TNF-YHKOTDOWN,KR Puram Govt Hospital To Yelahanka Old Town,3,43838,BMTC,TNF  HBLB
BMT41G-HALM-KVS,BMT41G-HALM-KVSUP,Depot-41Gunjur Gate Departure To Kendriya Vidyalaya ASC Center,3,43839,BMTC,Marathahalli Bridge  Marathahalli Bridge
SKI-MNKC,SKI-MNKCUP,Shaila Kothavala Institute For The Deaf To Munnekolalu Cross,3,43840,BMTC,nan
MNKC-VSD,MNKC-VSDUP,Munnekolalu Cross To Vidhana Soudha,3,43841,BMTC,nan
500-A PTH-HBL-BSK,500-A PTH-HBL-BSKUP,Puttenahalli To Banashankari TTMC,3,43842,BMTC,HBLB  TNF  MRHB
507-DY PTH-THS-KRPGH,507-DY PTH-THS-KRPGHUP,Puttenahalli To KR Puram Govt Hospital,3,43843,BMTC,Thanisandra
BMT41G-CPH,BMT41G-CPHUP,Depot-41Gunjur Gate Departure To Chinnappanahalli,3,43844,BMTC,Varthuru  Kundalahalli Gate
507-DY KRPGH-YHS-PTH,507-DY KRPGH-YHS-PTHDOWN,KR Puram Govt Hospital To Puttenahalli,3,43845,BMTC,Thanisandra
BMT24G-MRHB-MNK,BMT24G-MRHB-MNKUP,Depot-24G  ITI Layout Departure To Munnekolalu,3,43846,BMTC,Tin Factory Marathahalli Bridge
MNKC-TNF-D24G,MNKC-TNF-D24GDOWN,Munnekolalu To Depot-24G  ITI Layout Arrival,3,43847,BMTC,Marathahalli Bridge  Tin Factory
333-D CPH-D41,333-D CPH-D41DOWN,Chinnappanahalli To Depot-41 Gunjuru Gate Arrival,3,43848,BMTC,Kundalahalli Gate  Varthuru
V-ANP-HBL,V-ANP-HBLUP,Anjanapura To Hebbala Bridge (Towards Bhadrappa Layout),3,43849,BMTC,BSK CSB MRHB TNF
V-HBL-ANP,V-HBL-ANPDOWN,Hebbala Bridge (Towards Tin Factory) To Anjanapura,3,43850,BMTC,TNF MRHB CSB BSK
V-BNP-HBL,V-BNP-HBLUP,Bannerughatta National Park To Hebbala Bridge (Towards Bhadrappa Layout),3,43851,BMTC,BSK CSB MRHB TNF
276 CVB-VSD-D45,276 CVB-VSD-D45UP,Cauvery Bhavana To Depot-45 MS Palya Arrival,3,43852,BMTC,AGS  Police Station Sadashivanagara
HBLB-HPF-BMT41,HBLB-HPF-BMT41DOWN,Hebbala Bridge (Towards Tin Factory) To Depot-41 Gunjuru Gate Arrival,3,43853,BMTC,Tin Factory Hope Form
BMT41G-HPF-HBL,BMT41G-HPF-HBLUP,Depot-41Gunjur Gate Departure To Hebbala Bridge (Towards Bhadrappa Layout),3,43854,BMTC,Hope Form Tin Factory
HBLB-HPF-BMT41,HBLB-HPF-BMT41DOWN,Hebbala Bridge (Towards Tin Factory) To Depot-41 Gunjuru Gate Arrival,3,43855,BMTC,Tin Factory Hope Form
V-D13-MAC,V-D13-MACUP,Depot-13 Gate To Mantri Alpyne Apartment Channasandra ,3,43856,BMTC,Padmanabha Nagara Chikkalasandra Arlimara Uttrahalli Circle
V-MAC-BSK,V-MAC-BSKUP,Mantri Alpyne Apartment To Banashankari TTMC,3,43857,BMTC,Uttarahalli Circle Kadirenahalli Cross
CS-HSS-11 BEGHB-HSS,CS-HSS-11 BEGHB-HSSUP,CS-Baiyappanahalli Metro Station To CS-Head Start School,3,43858,BMTC,nan
CS-HSS-11 HSS-BEGHB,CS-HSS-11 HSS-BEGHBDOWN,CS-Head Start School To CS-Byappanahalli Metro Station,3,43859,BMTC,nan
330 SPG-BEGHB,330 SPG-BEGHBUP,Munnekolalu Cross To Bayyappanahalli Metro Station,3,43860,BMTC,Marathahalli Bridge Tin Factory Benniganahalli
330 HSS-KBS,330 HSS-KBSUP,Head Start School Kommasandra To Kempegowda Bus Station,3,43861,BMTC,Muttanalluru Cross Jn Of Agara Bengaluru Dairy Circle Mysore Bank
330 KBS-HSS,330 KBS-HSSUP,Kempegowda Bus Station To Head Start School Gate,3,43862,BMTC,Bengaluru Dairy Circle Jn Of Agara Muttanalluru Cross
BEMLA-16,BEMLA-16UP,CS-BEML Factory To CS-Kattriguppe Food World,3,43863,BMTC,nan
BEMLA-16,BEMLA-16DOWN,CS-Kattriguppe Food World To CS-BEML Factory,3,43864,BMTC,nan
ITPL-4Q,ITPL-4QUP,CS-ITPL To CS-Nandi Garden Apartment,3,43865,BMTC,nan
ITPL-4V,ITPL-4VDOWN,CS-Kaggadasapura To CS-ITPL,3,43866,BMTC,nan
ITPL-4W,ITPL-4WDOWN,CS-Banashankari Bus Station To CS-ITPL,3,43867,BMTC,nan
KRM-MRHB,KRM-MRHBUP,Koramangala TTMC To Marathahalli Bridge,3,43868,BMTC,Central Silk Board
KRM-MRHB,KRM-MRHBUP,Koramangala TTMC To Marathahalli Bridge,3,43869,BMTC,Central Silk Board
BMT24G-KDG,BMT24G-KDGUP,Depot-24G  ITI Layout Departure To Kadugodi Bus Station,3,43870,BMTC,nan
500-A WSP-TNF-BSKTTMC,500-A WSP-TNF-BSKTTMCDOWN,Whispering Meadows Patelappa Layout To Banashankari TTMC,3,43871,BMTC,HBLB  TNF  MRHB CSB
ELC-BGTPS,ELC-BGTPSUP,Electronic City To Bannerughatta Circle,3,43872,BMTC,Jigani
507-PS,507-PSUP,KR Puram Govt Hospital To Peenya Satellite Bus Station (Basaveshwara),3,43873,BMTC,Ramamurthynagara  HBL  GMC JHC
507-PS,507-PSDOWN,Peenya Satellite Bus Station (Basaveswara Bus Station) To KR Puram Govt Hospital,3,43874,BMTC,GMC  BELC  HBLB
500-A WSP-MRHB-BSK,500-A WSP-MRHB-BSKDOWN,Whispering Meadows Patelappa Layout To Banashankari TTMC,3,43875,BMTC,TNF  MRHB  CSB
HBLB-BMT-14,HBLB-BMT-14DOWN,Hebbala Bridge (Towards Hebbala Flyover Mekhri Circle) To Depot-14 RT Nagara,3,43876,BMTC,CBI
PLO-VLS,PLO-VLSUP,Pramod Layout To CS-Valley School,3,43877,BMTC,nan
507-PS,507-PSDOWN,Peenya Satellite Bus Station (Basaveswara Bus Station) To KR Puram Govt Hospital,3,43878,BMTC,GMC  BELC  HBLB
500-DM ELCW-CJP,500-DM ELCW-CJPDOWN,ELC Wipro Main  Gate To Chowdeshwarinagara JP Park,3,43879,BMTC,CSB  MRHB  TNF ON  Flyover
500-DM CJP-ELCW,500-DM CJP-ELCWUP,Chowdeshwari Bus Stand JP Park To ELC Wipro Main  Gate,3,43880,BMTC,HBLB  TNF  MRHB  CSB  Flyover
600-CF,600-CFDOWN,Electronic City Wipro Gate To Banashankari TTMC,3,43881,BMTC,Electronic City Fly Over
600-CF,600-CFUP,Banashankari TTMC To Electronic City Wipro Gate,3,43882,BMTC,Electronic City Fly Over
500-DK BMT10-KRMTTMC,500-DK BMT10-KRMTTMCUP,Depot-10 Gate To Koramangala TTMC,3,43883,BMTC,CSB
600-CF,600-CFUP,Banashankari TTMC To Electronic City Wipro Gate,3,43884,BMTC,Electronic City Fly Over
258-N ADR-SBS,258-N ADR-SBSDOWN,Adarshanagara Water Tank To Shivajinagara Bus Station,3,43885,BMTC,Jalahalli Cross  YTTMC
ELC-CSB-WTTMC,ELC-CSB-WTTMCUP,Electronic City 378 (Towards Electronic City) To White Field TTMC (Vydehi Hospital),3,43886,BMTC,Central Silk Board  Marathahalli Bridge
500-BA YTTMC-YRS-MRHB,500-BA YTTMC-YRS-MRHBUP,Yeshwanthapura TTMC To Marathahalli Bridge,3,43887,BMTC,HBLB  TNF
WTTMC-CSB-ELC,WTTMC-CSB-ELCDOWN,White Field TTMC (Vydehi Hospital) To Electronic City (Towards Attibele),3,43888,BMTC,Marathahalli Brdge
JAPC-JTTMC-KMT,JAPC-JTTMC-KMTUP,Jigani APC Circle To KR Market (Kalasipalya),3,43889,BMTC,nan
KIAS-08E,KIAS-08EUP,ELC Wipro Main  Gate To Kempegowda International Airport,3,43890,BMTC,Bande Kodigehalli Bagaluru Kannuru Hennuru Bande Tin Factory Marathahalli Bridge CSB ElevetdFly Over
KIAS-08E,KIAS-08EUP,ELC Wipro Main  Gate To Kempegowda International Airport,3,43891,BMTC,Bande Kodigehalli Bagaluru Kannuru Hennuru Bande Tin Factory Marathahalli Bridge CSB ElevetdFly Over
KIAS-08E,KIAS-08EUP,ELC Wipro Main  Gate To Kempegowda International Airport,3,43892,BMTC,Eleveted Fly Over CSB MRHB Tin Factory Kannuru Bagaluru Bandekodigehalli Beguru
KIAS-08E,KIAS-08EDOWN,Kempegowda International Airport To ELC Wipro Main  Gate,3,43893,BMTC,Bandekodigehalli Bagaluru Kannuru Geddalahalli Tin Factory Marathahalli Bridge CSB Ele Fly Over
KIAS-08E,KIAS-08EDOWN,Kempegowda International Airport To ELC Wipro Main  Gate,3,43894,BMTC,Bandekodigehalli Bagaluru Kannuru Geddalahalli Tin Factory Marathahalli Bridge CSB Ele Fly Over
KIAS-14,KIAS-14UP,Royal Meenakshi Mall BG Road To Kempegowda International Airport,3,43895,BMTC,Bilekahalli Gurappanapalya Shanthinagara TTMC RM Guttahalli
KIA-14,KIA-14DOWN,Kempegowda International Airport To Royal Meenakshi Mall BG Road ,3,43896,BMTC,Military Dairy Farm Shanthinagara TTMC Bengaluru Dairy Circle Bilekahalli
600-CF,600-CFUP,Banashankari TTMC To Electronic City Wipro Gate,3,43897,BMTC,Electronic City Fly Over
500-D CSB-GMC-D45,500-D CSB-GMC-D45DOWN,Central Silk Board (Towards Marathahalli) To Depot-45 MS Palya Arrival,3,43898,BMTC,MRHB  TNF  HBLB  GMC
500-DG NMG-YTTMC-KRPRS,500-DG NMG-YTTMC-KRPRSUP,Nelamangala Bus Station To Railway Station KR Puram,3,43899,BMTC,Yeshwanthapura TTMC
500-DG KRPRS-YTTMC-NMG,500-DG KRPRS-YTTMC-NMGDOWN,Railway Station KR Puram To Nelamangala Bus Station,3,43900,BMTC,YTTMC
500-DG KRPRS-YTTMC-NMG,500-DG KRPRS-YTTMC-NMGDOWN,Railway Station KR Puram To Nelamangala Bus Station,3,43901,BMTC,YTTMC
ELCW-KRPG,ELCW-KRPGUP,ELC Wipro Main  Gate To KR Puram Govt Hospital,3,43902,BMTC,Hosa Road Central Silk Board Marathahalli Bridge Tin Factory
503-A KRPGH-TNF-D45,503-A KRPGH-TNF-D45DOWN,KR Puram Govt Hospital To Depot-45 MS Palya Arrival,3,43903,BMTC,TNF  HBLB  VRP
KIAS-08E,KIAS-08EUP,ELC Wipro Main  Gate To Kempegowda International Airport,3,43904,BMTC,Eleveted Fly Over CSB MRHB Tin Factory Kannuru Bagaluru Bandekodigehalli Beguru
KIAS-08E,KIAS-08EDOWN,Kempegowda International Airport To ELC Wipro Main  Gate,3,43905,BMTC,Bandekodigehalli Bagaluru Kannuru Geddalahalli Tin Factory Marathahalli Bridge CSB Ele Fly Over
CLO-VNK,CLO-VNKUP,Chandra Layout To Vinayakanagara Old Gudadahalli,3,43906,BMTC,Deepanjalinagara
KBS-MTH,KBS-MTHUP,Kempegowda Bus Station To Mattahalli,3,43907,BMTC,Jalahalli Cross Janapriya Apartments
MTH-KBS,MTH-KBSDOWN,Mattahalli To Kempegowda Bus Station,3,43908,BMTC,Janapriya Apartments Jalahalli Cross
D38G-MRHB,D38G-MRHBUP,Depot-38 Gate To Marathahalli Bridge,3,43909,BMTC,Central Silk Board
500-DA,500-DAUP,Yalahanka New Town 5th Phase To Electronic City,3,43910,BMTC,NES Office Hebbala Agara Bommanahalli
500-DA,500-DADOWN,Electronic City To Yalahanka New Town 5th Phase,3,43911,BMTC,Central Silk Board Marathahalli Bridge Hebbala
500-DA YSTF-KRPRS,500-DA YSTF-KRPRSUP,5th Phase Yalahanka New Town  To Railway Station KR Puram,3,43912,BMTC,NES  HBLB
500-DA YSTF-KRPRS,500-DA YSTF-KRPRSUP,5th Phase Yalahanka New Town  To Railway Station KR Puram,3,43913,BMTC,NES  HBLB
500-DA KRPRS-YSTF,500-DA KRPRS-YSTFDOWN,Railway Station KR Puram To 5th Phase Yalahanka New Town ,3,43914,BMTC,HBLB  NES
KIAS-08E,KIAS-08EUP,ELC Wipro Main  Gate To Kempegowda International Airport,3,43915,BMTC,Eleveted Fly Over CSB MRHB Tin Factory Kannuru Bagaluru Bandekodigehalli Beguru
KIAS-08E,KIAS-08EDOWN,Kempegowda International Airport To ELC Wipro Main  Gate,3,43916,BMTC,Bandekodigehalli Bagaluru Kannuru Geddalahalli Tin Factory Marathahalli Bridge CSB Ele Fly Over
600-CF,600-CFUP,Banashankari TTMC To Electronic City Wipro Gate,3,43917,BMTC,Electronic City Fly Over
500-DM ELCW-CJP,500-DM ELCW-CJPDOWN,ELC Wipro Main  Gate To Chowdeshwarinagara JP Park,3,43918,BMTC,CSB  MRHB  TNF ON  Flyover
500-DM CJP-ELCW,500-DM CJP-ELCWUP,Chowdeshwari Bus Stand JP Park To ELC Wipro Main  Gate,3,43919,BMTC,HBLB  TNF  MRHB  CSB  Flyover
BMSIT-HBL-D06G,BMSIT-HBL-D06GDOWN,BMSIT College Campous Yelahanka To Depot-06 Gate,3,43920,BMTC,Hebbala Bridge  Kalyananagara
401-A PSS-BMSIT,401-A PSS-BMSITDOWN,Peenya 2nd Stage To BMSIT College Campous Yelahanka,3,43921,BMTC,MS Palya
BGR-CSB-HBL,BGR-CSB-HBLUP,Beguru (Towards Bommanahalli) To Hebbala Bridge (Towards Bhadrappa Layout),3,43922,BMTC,nan
CSB-ACCB7,CSB-ACCB7UP,Central Silk Board (Towards Marathahalli) To Accenture B7 Eco Space,3,43923,BMTC,Agara Junction
BGR-CSB-HBL,BGR-CSB-HBLUP,Beguru (Towards Bommanahalli) To Hebbala Bridge (Towards Bhadrappa Layout),3,43924,BMTC,nan
600-CF,600-CFUP,Banashankari TTMC To Electronic City Wipro Gate,3,43925,BMTC,Electronic City Fly Over
ELCW-KRPG,ELCW-KRPGUP,ELC Wipro Main  Gate To KR Puram Govt Hospital,3,43926,BMTC,Hosa Road Central Silk Board Marathahalli Bridge Tin Factory
507-C DWS-BMT48,507-C DWS-BMT48DOWN,Dwaraka Nagara (Towards Chikkabanavara) To Depot-48 Arrval,3,43927,BMTC,Abbigere  HBLB
502-CT GGP-D48,502-CT GGP-D48UP,Goraguntepalya (Towards BEL Circle) To Depot-48 Arrval,3,43928,BMTC,BELC  HBLB
BSN-KMT,BSN-KMTDOWN,Basaveshwara Nagara New Bus Stand To KR Market,3,43929,BMTC,Kodyas Circle
BMT41G-BGH,BMT41G-BGHUP,Depot-41Gunjur Gate Departure To Bhoganahalli,3,43930,BMTC,Gunjurpalya
BGH-BMT41G,BGH-BMT41GDOWN,Bhoganahalli To Depot-41 Gunjuru Gate Arrival,3,43931,BMTC,Gunjuru
