route_short_name,route_long_name,route_desc,route_type,route_id,agency_id,via
36-D,36-DUP,Kempegowda Bus Station To Muneshwara Block,3,21153,BMTC,Corporation KR Market Chamarajapete
258-YA,258-YADOWN,Hanchipura To Kempegowda Bus Station,3,21154,BMTC,Nelamangala Malleshwaram
36-D,36-DDOWN,Muneshwara Block Bus Station To Kempegowda Bus Station,3,21155,BMTC,Chamarajapete Corporation
114,114DOWN,Sultanpalya To KR Market,3,21157,BMTC,Indian Express Vidhana Soudha
248-BB,248-BBUP,KR Market To Hesarughatta Village,3,21161,BMTC,Vijayanagara
248-BB,248-BBDOWN,Hesarughatta Village To KR Market,3,21162,BMTC,Vijayanagara
MKT-5H,MKT-5HUP,KR Market To Harohalli,3,21163,BMTC,Banashankari
MKT-5H,MKT-5HDOWN,Harohalli Kankapura Road To KR Market,3,21164,BMTC,Banashankari
75-E,75-EUP,Malleshwaram Bus Stand To GKW Layout,3,21165,BMTC,Harischandra Ghat Vijayanagara
322,322UP,KR Market To Muthugadahalli,3,21166,BMTC,Domlur Hope Farm
75-E,75-EDOWN,GKW Layout To Malleshwaram Bus Stand,3,21167,BMTC,Harischandra Ghat
248-T,248-TDOWN,Kirloskar Badawane To KR Market,3,21168,BMTC,Vijayanagara
248-T,248-TUP,KR Market To Kirloskar Badavane,3,21169,BMTC,Vijayanagara
248-R,248-RUP,KR Market To Jalahalli Cross,3,21170,BMTC,Vijayanagara Summanahalli
77-A,77-ADOWN,Lakshmidevinagara Laggere To KR Market,3,21171,BMTC,Mahalakshmi Layout
248-R,248-RDOWN,Jalahalli Cross To KR Market,3,21172,BMTC,Summanahalli Vijayanagara
77-A,77-AUP,KR Market To Lakshmidevinagara,3,21173,BMTC,Nandini Layout
98-F,98-FDOWN,Vidhana Soudha Layout To Kempegowda Bus Station,3,21175,BMTC,Laksmidevinagara Goraguntepalya Yashawanthapura Malleshwaram
248-Z,248-ZUP,Mysore Road Bus Station To Kanasavadi,3,21186,BMTC,Sunkadakatte
43-E,43-EUP,Kempegowda Bus Station To Banashankari 3rd Stage 2nd Phase,3,21188,BMTC,KR Market
43-E,43-EDOWN,Banashankari 3rd Stage 2nd Phase To Kempegowda Bus Station,3,21190,BMTC,KR Market
248-Z,248-ZDOWN,Kanasavadi To Mysore Road Bus Station,3,21191,BMTC,Jalahalli Cross
KNW-MCTC-KMT,KNW-MCTC-KMTDOWN,Kanasavadi To KR Market,3,21193,BMTC,Vijayanagara
77,77UP,KR Market To MahaLakshmi Layout,3,21196,BMTC,Magadi Road 1st Block Bashyam Circle Rajajinagara 1st Block
365,365UP,Kempegowda Bus Station To Bannerughatta National Park,3,21201,BMTC,Gottigere
DSP-KRP,DSP-KRPDOWN,Dasanapura To KR Puram Government Hospital,3,21202,BMTC,Jalahalli Cross
KRP-DSP,KRP-DSPUP,KR Puram Government Hospital To Dasanapura,3,21204,BMTC,Jalahalli Cross
335-R,335-RDOWN,Kadugodi Bus Station To RTO Office Vishweshwariah Layout,3,21210,BMTC,Kempegowda Bus Station
240-F,240-FUP,KR Market To Nelamangala Bus Station,3,21211,BMTC,Magadi Road Kachohalli Gangondanahalli Madanayakanahalli
ELCW-CSB,ELCW-CSBDOWN,Electronic City Wipro Gate To Central Silk Board,3,21214,BMTC,Electronic City Fly Over
240-F,240-FDOWN,Nelamangala Bus Station To KR Market,3,21216,BMTC,Madanayakanahalli Kachohalli Magadi Road
DPJN-VJN-KGR,DPJN-VJN-KGRUP,Deepanjalinagara To Kengeri TTMC,3,21220,BMTC,Vijayanagara Mudalapalya Nagarabhavi Circle
87-B,87-BDOWN,Nayandahalli Railway Gate To Kempegowda Bus Station,3,21221,BMTC,Chandra Layout Vijayanagara Magadi Road
111,111DOWN,Kaval Byrasandra To KR Market,3,21228,BMTC,JC Nagara
258-TC,258-TCUP,Kempegowda Bus Station To Nagenahalli,3,21229,BMTC,Hyadalu Thyagadahalli
CLO-VJT-SNB,CLO-VJT-SNBUP,Chandra Layout Circle To Shankarnagh Bus Stand,3,21240,BMTC,Vijayanagara
BSK-KMT,BSK-KMTUP,Banashankari TTMC To KR Market,3,21241,BMTC,Sajjanrao Circle
500-DG,500-DGUP,Nelamangala Bus Station To Central Silk Board,3,21243,BMTC,Yashawanthapura
500-DG,500-DGDOWN,Central Silk Board To Nelamangala Bus Station,3,21244,BMTC,Yashawanthapura
143-E,143-EUP,KR Market To Rose Garden Neelasandra,3,21245,BMTC,Austin Town
143-E,143-EDOWN,Rose GardenNeelasandra To KR Market,3,21246,BMTC,Nanjappa Circle
145-A,145-AUP,Kempegowda Bus Station To Rose Garden,3,21248,BMTC,Corporation
D34G-KMT,D34G-KMTDOWN,Depot-34 Gate To KR Market,3,21249,BMTC,Bengaluru Dairy Circle
600-KD,600-KDDOWN,Electronic City Wipro Gate To Vijayanagara TTMC,3,21251,BMTC,Central Silk Board
ITPL-SPHC,ITPL-SPHCDOWN,ITPL To Sultanpalya Housing Board Colony,3,21256,BMTC,Shivajinagara
176-C,176-CUP,Sultanpalya To Chandra Layout,3,21264,BMTC,RM Guttahalli
KBS-KMT-HPN,KBS-KMT-HPNUP,Kempegowda Bus Station To Hampinagara RPC Layout,3,21268,BMTC,KR Market Mysore Road Bus Stand
HPN-KMT-KBS,HPN-KMT-KBSUP,Hampinagara RPC Layout To Kempegowda Bus Station,3,21269,BMTC,KR Market Mysore Road Bus Stand
362-C,362-CUP,Shivajinagara Bus Station To Beguru,3,21270,BMTC,Madivala
362-C,362-CDOWN,Beguru Attibele Road To Shivajinagara Bus Station,3,21273,BMTC,Madivala
SPCG-HLS,SPCG-HLSUP,Munnekolalu Cross To Halasuru,3,21278,BMTC,HAL Main Gate Domlur Indiranagara Police Station
171-H,171-HDOWN,Koramangala National Games Village To Kempegowda Bus Station,3,21280,BMTC,Koramangala Kalyana Mantapa Bengaluru Dairy Circle Corporation
76,76UP,KR Market To Govt Soap Factory,3,21281,BMTC,Sujata Talkies
WFTTMC-YST,WFTTMC-YSTDOWN,White Field TTMC To Yalahanka Satellite Town,3,21282,BMTC,Domlur Kogilu
314-B,314-BUP,Kempegowda Bus Station To CV Raman Nagara,3,21285,BMTC,Halasuru DRDO quarters
317-K,317-KDOWN,Kurubarahalli To KR Market,3,21289,BMTC,Hoskote
317-K,317-KUP,KR Market To Kurubarahalli,3,21290,BMTC,Hoskote
314-B DRDO-VSD-KBS,314-B DRDO-VSD-KBSDOWN,DRDO 2nd Stage To Kempegowda Bus Station,3,21292,BMTC,Kaggadasapura BEML Gate Thippasandra Halasuru Shivajinagara
318-E,318-EUP,KR Market To Thirumenahalli,3,21294,BMTC,Halasuru Grindwell Norton
CALLBUS-41,CALLBUS-41UP,Matada Halli To Depot-06 Bus Stop,3,21296,BMTC,nan
ITPL-VRP,ITPL-VRPDOWN,ITPL To Vidyaranyapura Bus Station,3,21301,BMTC,Tin Factory Hebbala BEL Circle
502-D KGR-KRP,502-D KGR-KRPDOWN,Kengeri TTMC To KR Puram Government Hospital,3,21302,BMTC,Shirke Papareddypalya Kottigepalya Goraguntepalya Hebbala Bridge Kalyananagara
KBS-KTN,KBS-KTNUP,Kempegowda Bus Station To Kothanuru Harinagara,3,21308,BMTC,KR Market
382-A,382-AUP,KR Market To Shivanapura,3,21309,BMTC,Hoskote
211-M,211-MDOWN,Honnalagana Doddy To KR Market,3,21311,BMTC,Gabbadi
KTN-KBS,KTN-KBSDOWN,Kothanuru Harinagara To Kempegowda Bus Station,3,21312,BMTC,KR Market
366-N GDH-BMS,366-N GDH-BMSDOWN,Geddenahalli To Bommasandra,3,21315,BMTC,Jigani APC Circle Navya Badavane
383-C,383-CUP,KR Market To Bommana Bande,3,21316,BMTC,Hoskote
383-C,383-CDOWN,Bommana Bande To KR Market,3,21319,BMTC,Hoskote
BC-3A,BC-3AUP,Jigani APC Circle To Bommasandra,3,21321,BMTC,Navya Badavane
BC-3A,BC-3ADOWN,Bommasandra To Jigani APC Circle,3,21322,BMTC,Navya Badavane
SBS-BELF,SBS-BELFUP,Shivajinagara Bus Station To BEL Factory,3,21324,BMTC,Devasandra BEL Circle
364-A,364-AUP,Kempegowda Bus Station To Arakere MICO Layout,3,21326,BMTC,Jayanagara
364-A,364-ADOWN,Arakere MICO Layout To Kempegowda Bus Station,3,21327,BMTC,Jayanagara
KBS-BGR,KBS-BGRUP,Kempegowda Bus Station To Beguru,3,21334,BMTC,Shanthinagara Gurappanapalya AECS Dental College
D34G-AMLO,D34G-AMLOUP,Depot-34 Gate To Arakere MICO Layout,3,21338,BMTC,Hulimavu Gate
KRP-KDG,KRP-KDGUP,KR Puram Government Hospital To Kadugodi Bus Station,3,21339,BMTC,Tin Factory
398-H,398-HUP,Jigani APC Circle To Hoskote,3,21341,BMTC,Attibele Sarjapura Varthuru Kodi
360,360UP,KR Market To Attibele,3,21345,BMTC,Madivala
238-Z AIT-SBS,238-Z AIT-SBSUP,Ambedkar Institute of Technology To Shivajinagara Bus Station,3,21347,BMTC,Magadi Road Khodays
SBS-KTN,SBS-KTNUP,Shivajinagara Bus Station To Kothanuru Harinagara,3,21350,BMTC,Vidhana Soudha KR Market Uttarahalli South End Circle
KNML-YTTMC,KNML-YTTMCDOWN,Kannamangala To Yashawanthapura TTMC,3,21353,BMTC,Hesarughatta
340-K,340-KDOWN,Somasunderpalya To KR Market,3,21354,BMTC,Jakkasandra
304-Z,304-ZUP,Kempegowda Bus Station To Chikka Thirupathi,3,21355,BMTC,KR Puram Railway Station Dodda Dunnagsandra
D36G-KMP,D36G-KMPDOWN,Depot-36 Gate To Kempayyanapalya,3,21356,BMTC,Byramangala
340-K,340-KUP,KR Market To Somasundrapalya,3,21357,BMTC,Jakkasandra
355-E JAPC-BNS,355-E JAPC-BNSUP,Jigani APC Circle To Bande Nallasandra,3,21364,BMTC,Navya Badavane Kalasanahalli
BPS-CLH,BPS-CLHUP,Bhoopasandra To Cholanayakanahalli,3,21366,BMTC,Hebbala
226-A,226-ADOWN,Hampapura To Kempegowda Bus Station,3,21367,BMTC,Kengeri
355-E,355-EUP,Kempegowda Bus Station To Bande Nallasandra,3,21368,BMTC,Corporation Bengaluru Dairy Circle Madivala Electronic City Kyalasanahalli
KRP-CKT,KRP-CKTUP,KR Puram Government Hospital To Chikka Thirupathi,3,21369,BMTC,Hope Farm
304-Z,304-ZDOWN,Chikka Thirupathi To Kempegowda Bus Station,3,21374,BMTC,Dodda Dunnasandra KR Puram Railway Station
ASK-D43,ASK-D43DOWN,Arishinakunte To Depot-43 Shivanapura,3,21375,BMTC,nan
355-E,355-EDOWN,Bande Nallasandra To Kempegowda Bus Station,3,21387,BMTC,Kalasanahalli Electronic City Madivala Bengaluru Dairy Circle Corporation
PPLO-SBS,PPLO-SBSDOWN,Poornaprajna Layout To Shivajinagara Bus Station,3,21390,BMTC,Kadirenahalli Village Banashankari Jayanagara Shanthinagara
250-SA,250-SAUP,Kempegowda Bus Station To Kuduregere Madanayakanahalli,3,21392,BMTC,Malleshwaram Yashawanthapura Bagalagunte
226-D,226-DDOWN,Vajarahalli To KR Market,3,21394,BMTC,Kengeri
355-Q,355-QUP,Kempegowda Bus Station To Dyavasandra,3,21396,BMTC,Bommasandra
500-QK,500-QKDOWN,Chowdeshwarinagara Bus Stand JP Park To Kadugodi Bus Station,3,21397,BMTC,Hebbala Tin Factory
250-S,250-SUP,Kempegowda Bus Station To Geleyara Balaga Layout,3,21398,BMTC,Malleshwaram
250-S,250-SDOWN,Geleyara Balaga Layout To Kempegowda Bus Station,3,21400,BMTC,Jalahalli Cross Malleshwaram
355-Q,355-QDOWN,Dyavasandra To Kempegowda Bus Station,3,21401,BMTC,Bommasandra
ATB-BMS-JAPC,ATB-BMS-JAPCDOWN,Attibele To Jigani APC Circle,3,21403,BMTC,Chandapura Bommasandra Jn of Srirampura
JAPC-BMS-ATB,JAPC-BMS-ATBUP,Jigani APC Circle To Attibele,3,21404,BMTC,Srirampura Bommasandra Road Bommasandra Chandapura
223-J,223-JDOWN,Central Silk Board To Doddabasti,3,21405,BMTC,BTM Layout Banashankari Kathriguppe Nayandahalli
226-E KMT-CDG,226-E KMT-CDGUP,KR Market To Channegowdana Doddy,3,21406,BMTC,Hampapura Harijana Colony
346-E,346-EDOWN,Dodda Thoguru To KR Market,3,21408,BMTC,Bommanahalli
226-F,226-FUP,KR Market To Bidadi,3,21409,BMTC,Kengeri Vajarahalli
346-E,346-EUP,KR Market To Dodda Thoguru,3,21410,BMTC,Bommanahalli
226-F,226-FDOWN,Bidadi To KR Market,3,21412,BMTC,Vajarahalli Kengeri
238-U AIT-SBS,238-U AIT-SBSUP,Ambedkar Institute of Technology To Shivajinagara Bus Station,3,21413,BMTC,Mudalapalya Vijayanagara Magadi Road Kempegowda Bus Station
D36G-TMP,D36G-TMPUP,Depot-36 Gate To Thimmappanapalya,3,21415,BMTC,Hejjala Cross
226-E CGD-KMT,226-E CGD-KMTDOWN,Channegowdana Doddy To KR Market,3,21416,BMTC,Hampapura Harijana Colony
257-G,257-GDOWN,Adakimaranahalli Village To Kempegowda Bus Station,3,21419,BMTC,Makali Malleshwaram
223-J,223-JUP,Doddabasti To Central Silk Board,3,21421,BMTC,Sonnenahalli Bengaluru University Gate Nayandahalli Kathriguppe Banashankari Ragigudda
238-U SBS-KBS-AIT,238-U SBS-KBS-AITUP,Shivajinagara Bus Station To Ambedkar Institute of Technology,3,21423,BMTC,Kempegowda Bus Station Vijayanagara Mudlupalya
238-Z SBS-AIT,238-Z SBS-AITUP,Shivajinagara Bus Station To Ambedkar Institute of Technology,3,21426,BMTC,Kempegowda Bus Station Magadi Road Vijayanagara
250-A,250-AUP,KR Market To Bagalagunte Village,3,21427,BMTC,Yashawanthapura Malleshwaram
250-A,250-ADOWN,Bagalagunte Village To KR Market,3,21428,BMTC,Yashawanthapura
TMP-D36G,TMP-D36GDOWN,Thimmappanapalya To Depot-36 Gate,3,21431,BMTC,Byramangala Cross
248-AN,248-ANUP,KR Market To Nelamangala Bus Station,3,21432,BMTC,Kamakshipalya
226-E KMT-BDD,226-E KMT-BDDUP,KR Market To Bidadi,3,21433,BMTC,Kengeri
196,196UP,Shivajinagara Bus Station To Saraswatinagara,3,21434,BMTC,KR Circle Kempegowda Bus Station Magadi Road Tollgate Vijayanagara
500-KE,500-KEUP,Shirke KHB Quarters To ITPL,3,21436,BMTC,Kengeri Banashankari Marathahalli
196,196DOWN,Saraswathinagara To Shivajinagara Bus Station,3,21437,BMTC,Vijayanagara Magadi Road Tollgate Magadi Road Kempegowda Bus Station Maharani College Vidhana Soudha
226-E BDD-KMT,226-E BDD-KMTDOWN,Bidadi To KR Market,3,21438,BMTC,Kadumane Hotel Gollarapalya Hampapura Anchepalya Kengeri
210-NA,210-NAUP,Kempegowda Bus Station To Poornaprajna Layout,3,21439,BMTC,KR Market
213-DA,213-DADOWN,Byramangala To KR Market,3,21440,BMTC,Kaggalipura
256-B GJH-KBS,256-B GJH-KBSDOWN,Gejjagadahalli To Kempegowda Bus Station,3,21442,BMTC,Arishinakunte Malleshwaram
235-K,235-KUP,Kempegowda Bus Station To Doddabasti,3,21443,BMTC,Magadi Road Vijayanagara Mudalapalya Nagarabhavi Circle Mallathahalli Cross Sonnenahalli
213-DA,213-DAUP,KR Market To Byramangala,3,21444,BMTC,Kaggalipura
213-D,213-DDOWN,Kempaiahnapalya To KR Market,3,21445,BMTC,Kaggalipura Banashankari
235-K,235-KDOWN,Doddabasti To Kempegowda Bus Station,3,21447,BMTC,Sonnenahalli Mallathahalli Cross Nagarabhavi Circle Mudalapalya Vijayanagara Magadi Road
223-D,223-DDOWN,Doddabasti To KR Market,3,21448,BMTC,Mariyappanapalya Mysore Circle
SGH-PPLU,SGH-PPLUUP,Sanjay Gandhi Hospital To Poornaprajna Layout,3,21451,BMTC,Banashankari
213-DB,213-DBDOWN,Arasu Colony To KR Market,3,21453,BMTC,Kaggalipura
375-H,375-HUP,Jayanagara 4th Block To Kengeri TTMC,3,21455,BMTC,Banashankari
213-DB,213-DBUP,KR Market To Arasu Colony,3,21458,BMTC,Harohalli
222,222UP,KR Market To Kengeri Satellite Town,3,21459,BMTC,Nayandahalli
222,222DOWN,Kengeri Satellite Town To KR Market,3,21460,BMTC,Nayandahalli
210-Z,210-ZDOWN,Naidu Layout Chikkalasandra To Kempegowda Bus Station,3,21462,BMTC,Banashankari
235-D,235-DUP,Kempegowda Bus Station To Sulikere,3,21463,BMTC,Magadi Road Vijayanagara Nagarabhavi Circle
500-BM,500-BMUP,Brigade Millenium To ITPL,3,21464,BMTC,Puttenahalli
235-D,235-DDOWN,Sulikere To Kempegowda Bus Station,3,21465,BMTC,Ramasandra Doddabasti Bengaluru University ADM Block Nagarabhavi Circle Vijayanagara Magadi Road
221-D,221-DUP,KR Market To Kengeri Bande Mutt Badavane Radiant Enclave,3,21468,BMTC,Kengeri
257-C,257-CDOWN,Anchepalya To Kempegowda Bus Station,3,21471,BMTC,Jalahalli Cross Malleshwaram
256-D RVT-KBS,256-D RVT-KBSDOWN,Ravuthanahalli To Kempegowda Bus Station,3,21472,BMTC,Goraguntepalya
D31G-HST,D31G-HSTUP,Depot-31 Gate To Hullala Sattelite Town,3,21476,BMTC,Kottigepalya Bengaluru University Quarters VPS
HST-SMH,HST-SMHDOWN,Hullala Sattelite Town To Summanahalli,3,21477,BMTC,VPS Bengaluru University Quarters Kottigepalya
G-7 D31G-JTS,G-7 D31G-JTSUP,Depot-31 Gate To Janapriya Township,3,21478,BMTC,Sunkadakatte Gollarahatti Kadabagere Cross
D31G-KML,D31G-KMLUP,Depot-31 Gate To BEML Layout Kamalanagara ,3,21490,BMTC,Kamakshipalya KHB Colony Basaveshwaranagara
215,215DOWN,Amruthnagara To KR Market,3,21493,BMTC,Anjanapura Banashankari Uttarahalli South End Circle
CS-KRMNGV-ADT-S,CS-KRMNGV-ADT-SUP,Koramangala National Games Village (KRM Housing Complex) To Adithi School,3,21495,BMTC,nan
CS-ADT-S-KRMNGV,CS-ADT-S-KRMNGVDOWN,Adithi School To Koramangala National Games Village (KRM Housing Complex),3,21498,BMTC,nan
258-K,258-KUP,KR Market To Yantaganahalli,3,21499,BMTC,Kempegowda Bus Station Yashawanthapura Nelamangala
258-K,258-KDOWN,Yantaganahalli To KR Market,3,21501,BMTC,Nelamangala Malleshwaram
BSK-BSN,BSK-BSNUP,Banashankari TTMC To Basaveshwara Nagara New Bus Stand,3,21504,BMTC,Attiguppe
DYS-CPR,DYS-CPRUP,Dyavasandra To Chandapura,3,21506,BMTC,BTL College
KNGP-D36G,KNGP-D36GUP,Kenchanakuppe To Depot-36 Gate,3,21507,BMTC,nan
HSRCPWD-ATB,HSRCPWD-ATBUP,HSR Layout CPWD Quaters To Attibele,3,21509,BMTC,nan
D31G-VSDLO,D31G-VSDLOUP,Depot-31 Gate To Vidhana Soudha Layout,3,21510,BMTC,Laggere Bridge Kanteerava Studio
79-G VSDLO-VSD-SBS,79-G VSDLO-VSD-SBSUP,Vidhana Soudha Layout To Shivajinagara Bus Station,3,21515,BMTC,Kanteerava Studio Mahalakshmi Layout Rajajinagara 1st Block Harischandra Ghat Swastik Vidhana Soudha
227-ZA,227-ZAUP,KR Market To Thirumalapura,3,21516,BMTC,Kengeri Ramohalli Manchanabele Hagalahalli Katamana Doddy
KVS-CPR,KVS-CPRUP,Kendriya Vidyalaya ASC Center To Chandapura,3,21517,BMTC,Adugodi
VSDLO-D31G,VSDLO-D31GDOWN,Vidhana Soudha Layout To Depot-31 Gate,3,21518,BMTC,Kanteerava Studio Laggere Bridge
227-ZA,227-ZADOWN,Thirumalapura To KR Market,3,21519,BMTC,Kaggalahalli Manchanabele Chikkanahalli Dodda Aladamara Kengeri Nayandahalli
CPR-KRM,CPR-KRMDOWN,Chandapura To Koramangala TTMC,3,21520,BMTC,nan
227-R,227-RUP,KR Market To Janatha Colony Byalalu,3,21521,BMTC,Mysore Road Bus Stand Nayandahalli Kengeri Subbarayappanapalya
258-SB,258-SBDOWN,Isuvanahalli To KR Market,3,21522,BMTC,Yashawanthapura
D43-ASK-NML,D43-ASK-NMLUP,Depot-43 Shivanapura To Arishinakunte,3,21523,BMTC,nan
350-E,350-EUP,KR Market To Nanjapura,3,21524,BMTC,Bommanahalli
350-E,350-EDOWN,Nanjapura To KR Market,3,21526,BMTC,Bommanahalli
BSK-KGR,BSK-KGRUP,Banashankari TTMC To Kengeri TTMC,3,21528,BMTC,nan
258-SD,258-SDUP,Kempegowda Bus Station To Dr SM College of Engineering,3,21532,BMTC,Malleshwaram Nelamangala Bolamaranahalli
258-SD,258-SDDOWN,Dr SM College of Engineering To Kempegowda Bus Station,3,21533,BMTC,Chikkanahalli Hyadalu Nelamangala Malleshwaram
13-S,13-SDOWN,JHBCS Layout To Sultanpalya,3,21535,BMTC,Jayanagara
374-M NML-KMT,374-M NML-KMTUP,Nelamangala Bus Station To KR Market,3,21536,BMTC,Tavarekere Kengeri
357,357UP,KR Market To Bandapura,3,21537,BMTC,Chandapura
227-V,227-VUP,KR Market To Hagalahalli,3,21539,BMTC,Kengeri Anchepalya Uddandahalli Chikkanahalli Manchanabele Ningegowdana Doddy
NLO-D31G,NLO-D31GDOWN,Nandini Layout Bus Stand To Depot-31 Gate,3,21540,BMTC,Kanteerava Studio Laggere Bridge
374-M KMT-NML,374-M KMT-NMLDOWN,KR Market To Nelamangala Bus Station,3,21542,BMTC,Kengeri Tavarekere
227-V,227-VDOWN,Hagalahalli To KR Market,3,21544,BMTC,Manchanabele Chikkanahalli Donnenahalli Anchepalya Kengeri sirsi Circle
JPN3-NLO,JPN3-NLODOWN,JP Nagara 3rd Phase To Nandini Layout Bus Stand,3,21545,BMTC,Jayanagara Kempegowda Bus Station Sujatha Rajajinagara 1st Block
D13G-MICOSJC,D13G-MICOSJCUP,Depot-13 Gate To Mico Shramajeevi Colony Arakere,3,21547,BMTC,Banashankari
227-R,227-RDOWN,Janatha Colony Byalalu To KR Market,3,21548,BMTC,Subbarayappanapalya Kengeri Nayandahalli
13-S,13-SUP,Sultanpalya To JHBCS Layout,3,21550,BMTC,Jayanagara
258-X,258-XDOWN,Nelamangala Bus Station To Muthyalanagara,3,21551,BMTC,Yashawanthapura Mathikere JP Park
NLO-JPN3,NLO-JPN3UP,Nandini Layout Bus Stand To JP Nagara 3rd Phase,3,21552,BMTC,Mahalakshmi Layout Rajajinagara 1st Block Sujatha Kempegowda Bus Station Corporation Ashoka Pillar Jayanagara
80-A,80-AUP,Kempegowda Bus Station To Nandini Layout Bus Stand,3,21554,BMTC,Sujatha ESI Hospital Rajajinagara 1st Block
STP-BSK,STP-BSKUP,Sultanpalya To Banashankari TTMC,3,21556,BMTC,Jayanagara
374-C,374-CUP,Jigani APC Circle To Banashankari TTMC,3,21557,BMTC,Koppa Gate Malenallasandra Tulips Resort Gottigere
374-C,374-CDOWN,Banashankari TTMC To Jigani APC Circle,3,21558,BMTC,Bilekahalli Gottigere Tulips Resort Koppa Gate
304-R,304-RUP,Kempegowda Bus Station To B N Bachegowda Badavane,3,21559,BMTC,KR Puram Railway Station Dunnasandra Cross Narayanakere
401-KA,401-KAUP,Yalahanka Old Town To Ramasandra,3,21562,BMTC,Vidyaranyapura Yashawanthapura Vijayanagara Nagarabhavi Circle Sonnenahalli
YTTMC-BNS,YTTMC-BNSUP,Yashawanthapura TTMC To Basaveshwaranagara 3rd Stage,3,21564,BMTC,Government Soap Factory
226-N KBS-AVG,226-N KBS-AVGUP,Kempegowda Bus Station To Avaragere,3,21568,BMTC,Kengeri Bidadi
226-N AVG-KBS,226-N AVG-KBSDOWN,Avaragere To Kempegowda Bus Station,3,21569,BMTC,Bidadi Kengeri
304-R,304-RDOWN,B N Bachegowda Badavane To Kempegowda Bus Station,3,21570,BMTC,Kalkunte Agrahara Dunnasandra KR Puram Railway Station
210-R,210-RUP,Kempegowda Bus Station To Vasanthapura,3,21576,BMTC,KR Market Basavanagudi Police Station MM Industry Monotype Kumaraswamy Layout ISRO Layout
D25-SNR,D25-SNRUP,Depot-25 Gate To Srinagara Bus Station,3,21577,BMTC,Banashankari
INDG-SNR,INDG-SNRUP,India Garage To Srinagara Bus Station,3,21579,BMTC,Banashankari
GTG-CVRN,GTG-CVRNUP,Gottigere To CV Raman Nagara,3,21580,BMTC,BTM Layout Central Silk Board
407,407UP,Yalahanka Old Town To Nelamangala,3,21581,BMTC,Shivakote
212,212DOWN,Agara To KR Market,3,21582,BMTC,Banashankari
407,407DOWN,Nelamangala To Yalahanka Old Town,3,21584,BMTC,Shivakote
BNBB-TNF,BNBB-TNFUP,B N Bachegowda Badavane To Tin Factory,3,21586,BMTC,nan
335 ASNR-KBS,335 ASNR-KBSDOWN,Ashwathnagara To Kempegowda Bus Station,3,21587,BMTC,HAL Main Gate Richmond Circle
KRR-SNR,KRR-SNRUP,KR Road Uma Maheshwari Temple To Srinagara Bus Station,3,21588,BMTC,Kathriguppe
401-A YHKOT-PSB,401-A YHKOT-PSBDOWN,Yalahanka Old Town To Peenya Satellite Bus Station,3,21589,BMTC,Yalahanka Sattelite Town Gangamma Circle
KBS-KRR,KBS-KRRUP,Kempegowda Bus Station To KR Road Uma Maheshwari Temple,3,21590,BMTC,nan
211-C,211-CDOWN,Vaderahalli To KR Market,3,21591,BMTC,Banashankari
313-C,313-CDOWN,A Narayanapura To KR Market,3,21593,BMTC,KR Puram Railway Station Halasuru
346-H,346-HDOWN,Parappana Agrahara To Kempegowda Bus Station,3,21595,BMTC,Hosa Road
313-C,313-CUP,KR Market To A Narayanapura,3,21596,BMTC,Halasuru KR Puram Railway Station
215-E,215-EUP,Kempegowda Bus Station To Eshwara Layout,3,21597,BMTC,Lalbagh Main Gate Jayanagara
409,409DOWN,Yalahanka Old Town To Nelamangala Bus Station,3,21598,BMTC,Bettahalasuru Cross Tharahunase Rajanukunte Madhure Railway Gollahalli
215-E,215-EDOWN,Eshwara Layout To Kempegowda Bus Station,3,21599,BMTC,Puttenahalli Jayanagara
235-E,235-EDOWN,Papareddypalya To Kempegowda Bus Station,3,21600,BMTC,Bengaluru University Gate KR Market Corporation
ELO-BSK,ELO-BSKDOWN,Eshwara Layout To Banashankari TTMC,3,21602,BMTC,nan
KTP-NLO,KTP-NLODOWN,Kottigepalya To Nandini Layout Bus Stand,3,21603,BMTC,Kanteerava Studio
KLK-ITICG,KLK-ITICGDOWN,Kalkere To ITI Colony Gate,3,21605,BMTC,Ramamurthynagara Church
NLO-KTP,NLO-KTPUP,Nandini Layout Bus Stand To Kottigepalya,3,21607,BMTC,nan
GTG-PRPL,GTG-PRPLUP,Gottigere To Parangipalya,3,21609,BMTC,BTM Layout Central Silk Board
SJP-D25,SJP-D25DOWN,Sarjapura To Depot-25 Gate,3,21614,BMTC,nan
401-A,401-AUP,Yalahanka Old Town To Peenya 2nd Stage,3,21615,BMTC,MS Palya
401-A,401-ADOWN,Peenya 2nd Stage To Yalahanka Old Town,3,21616,BMTC,MS Palya
CPR-JPN6,CPR-JPN6DOWN,Chandapura To JP Nagara 6th Phase,3,21617,BMTC,Central Silk Board
SJAT-KBS,SJAT-KBSDOWN,St Johns Wood Apartments To Kempegowda Bus Station,3,21618,BMTC,Shanthinagara
409 YHKOT-VNC,409 YHKOT-VNCDOWN,Yalahanka Old Town To Vinayakanagara Cross,3,21619,BMTC,Gangamma Circle Jalahalli Cross Arishinakunte
TR-6,TR-6DOWN,Girinagara Extension To Sadashivanagara,3,21622,BMTC,Nagendra Block Chamarajapete KR Market Kempegowda Bus Station Dattatreya Temple
CPR-TGP,CPR-TGPDOWN,Chandapura To Talagattapura,3,21623,BMTC,Electronic City Central Silk Board Banashankari
346-K,346-KUP,KR Market To Hulimangala,3,21624,BMTC,Shikaripalya
