stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_direction,stop_bearing
3,KDHL,Kodihalli,12.96004656,77.64719738,HAL,90
4,VTTMC,Vijayanagara TTMC,12.96572391,77.53510224,,21.5060
5,MCL1,MC Layout,12.97500273,77.54211521,Agrahara Dasarahalli,1.23464
6,MGRMS,MG Road Metro Station,12.97582743,77.60564176,Halasuru,110
7,CNLSK,Central Silk Board (Towards Madivala),12.91704891,77.62171975,Madivala,100
8,BSK1,Banashankari Bus Station (Towards Konanakunte Cross),12.91672959,77.57366674,Konanakunte Cross,180
9,BSKTTMC1,Banashankari TTMC,12.91753106,77.57296011,Departure,233.408
10,SMG,Sangam Circle,12.91703282,77.57840196,Banashankari TTMC,72.6490
12,JNGR5,5th Block Jayanagara (Towards Jayanagara),12.91730831,77.58357173,Jayanagara,86.3902
13,KRISHSE,Krishna Sevashrama,0.0,0.0,,243.662
15,RGDA,Ragigudda,12.91682337,77.5921349,,80.8186
16,RGDAA,Ragigudda,12.91696148,77.59236887,,303.189
17,RGD,Ragigudda Temple,12.91693403,77.5932443,Central Central Silk Board,0.38587
18,END,East End Jayanagara (Towards BTM Layout),12.91684059,77.59719395,BTM Layout Bus Stand,0.0
19,JDVHS,Jayadeva Hospital Signal,12.91677911,77.60021562,Silk Board,0.0
20,MCLYT,MICO Layout,12.91659989,77.60312779,Banashankari TTMC,0.0
21,WATANK,BTM Layout Water Tank,12.91669366,77.60684366,Central Silk Board,100
22,WTANK,BTM Layout Water Tank,12.91649963,77.60642451,Banashankari TTMC,270
23,bmtl1,Udupi Garden Petrol Bunk,12.91717183,77.61007499,Tavarakere,0.0
24,BMTL2,BTM Layout,12.91635891,77.61597343,,0.0
25,BTM16th,16th Main BTM Layout,12.91652707,77.60880393,Banashankari TTMC,270
26,BTM7,7th Main BTM Layout,12.91206163,77.60632518,BTM Layout Water Tank,270
27,BTMLYK,BTM Layout Kuvempu Nagara,12.9162174,77.61591656,Banashankari TTMC,270
28,BMTLYTK,BTM Layout Kuvempu Nagara,12.91635662,77.61591532,Central Central Silk Board,81.6433
29,CSBFY,Central Silk Board UFLY,12.91630999,77.62354268,Electronic City,97.4367
30,VJN1,Vijayanagara,12.97183024,77.53791923,Attiguppe,0.0
31,SRSC2,Sirsi Circle,12.96217397,77.56000394,KR Market,102.299
32,KR MKT,KR Market,12.96366889,77.57736881,Chamarajapet,180
33,KBSC10,KBS Connector2,12.97944962,77.57116351,Maharanis College,147.779
34,KBSDBS1,KBS Dummy Bus stop,12.98004269,77.57095499,,6.41624
35,BMH0,Bommanahalli (Towards Beguru),12.90677751,77.62842911,Beguru,0.0
36,BMH2,Bommanahalli (Towards Electronic City),12.90536003,77.63013142,Electronic City,198.179
37,GPALYA,Garvebhavipalya,12.89618963,77.63544064,Madivala,330
38,KGATE,Kudlu Gate,12.88965654,77.63948598,Madivala,300
39,KDG,Kudlu Gate,12.88985737,77.63965926,Singasandara,126.760
40,SSNDRA,Singasandra,12.87874432,77.64647488,Electronic City,138.759
41,HOSRD,Hosa Road (Towards Electronic City),12.87059695,77.65295173,Electronic City,137.259
42,ELC3,Electronic City (Towards Attibele),12.84816925,77.6707112,Attibele,138.160
43,KNA,Konappana Agarhara,12.85485537,77.66515418,Madivala,335.510
44,PESIT,PESIT College Electronic City,12.85873107,77.66232768,Electronic City,120
45,SNSDRA,Singasandra,12.87738903,77.64705927,Bommanahalli,307.420
46,GBPLYA,Garvebhavipalya,12.89629994,77.63568778,Kudlu Gate ,225
47,BMH4,Bommanahalli (Towards St Johns),12.90483622,77.63007965,St Johns,319.130
48,ROPAG,Rupena Agrahara,12.91168823,77.62586568,Madivala,316.760
49,CSB2,Central Silk Board (Towards Kuvempunagara),12.91611715,77.62309375,Kuvempunagara,325.959
50,MDWL1,Madivala,12.92008333,77.62066167,Bengaluru Diary Circle,313.820
51,AT1,Ayyappaswamy Temple Madivala,12.92472759,77.61791906,Dairy Circle,335.890
52,JNHR,Jn of Hosur Road,12.93196934,77.61321292,Dairy Cirlce,322.380
53,MSD,Muneshwara Devasthana,12.93636174,77.60660537,Nimhans Hospital,273.440
54,NMH1,Nimhans Hospital,12.93868165,77.59831884,Shanthi Nagara,305.299
55,LKS1,Lakkasandra,12.94382951,77.59709837,KR Market,355.790
56,WLG10C,12th Cross Wilson Garden,12.9467426,77.59607302,Shanthi Nagara,30
57,WGPS,Wilson Garden Police Station,12.94989829,77.59597146,Shanthi Nagara,318.970
58,SHNG,Shanthinagara Bus Stop KH Road,12.95497093,77.591889,Lalbagh Main Gate,225
59,KHR,KH Road,12.95836155,77.59300693,Richmond Circle,10.2700
60,D-7,Depot-07 Subhashnagara,12.9796856,77.57190406,Kempegowda Bus Station,256.470
61,KRC,KR Circle,12.97472667,77.58691,Corporation,225
62,Corpo,Corporation (Towards KR Market),12.96724194,77.58828195,KR Market,222.570
63,WLG7,7th Cross Wilson Garden,12.94709538,77.59451345,Lakkasandra,162.809
64,SNTTMC3,Shanthinagara TTMC,12.95459258,77.5925092,KH Road,210.110
65,WGPC,Wilson Garden Police Station,12.95140577,77.59521987,Lakkasandra,130.229
66,WG10C,10th Cross Wilson Garden,12.94718769,77.59796125,Lakkasandra,225
67,LKS,Lakkasandra,12.94308106,77.59743743,Bengaluru Dairy Circle,225
68,MHW,Muneshwara Devasthana,12.93643438,77.60661905,Madivala,98.4000
69,JNHR1,Jn of Hosur Road,12.9321567,77.61327778,Madivala,120
70,STJH,St Johns Hospital,12.929492,77.61592831,Sarjapura,98.6699
71,KRMW1,Water Tank Koramangala,12.92736827,77.62164689,Sarjapura,92.7699
72,KMHC,Kudure Mukha Colony,12.92561867,77.62579801,Sarjapura,82.5599
73,KRPNC,Krupanidhi College,12.9239713,77.62856574,Madivala,144.240
74,MDWMK,Madivala,12.92160726,77.6214077,Electronic City,225
75,RPNA,Roopena Agrahara,12.91186255,77.62604769,Bommanahalli,126.379
76,BDC,Bengaluru Dairy Circle (Towards Bannerughatta),12.93563843,77.60147069,Bannerughatta,141.850
77,ASRM1,Ananda Ashrama,12.92725733,77.6006887,IBM(Bannerughatta Road),178.429
78,BGT1,Coles Road,12.92522667,77.60055896,Gurappanapalya,177.380
80,MICLYT,MICO Layout Checkpost Gopalan mall,12.91394928,77.60005281,JP Nagara 3rd Phase,163.449
81,JPN 3rd 2,JP Nagara 3rd Phase,12.9081699,77.60041709,Bilekahalli,167.610
82,,JP Nagara Circle,12.90726281,77.60045403,,137.860
83,BLKLLI,Bilekahalli,12.90077134,77.60110669,IIBM Stop,184.399
84,IIBM1,IIM Apollo,12.8960723,77.59976967,HSBC,184.080
85,HSBC1,HSBC (Towards Arakere Gate),12.89226171,77.59883917,Arakere Gate,198.809
86,ARKRG,Arakere Gate (Towards BPL),12.89059818,77.59822328,BPL Stop,186.759
87,BPLS,BPL (Towards Hulimavu),12.88738986,77.59702001,Hulimavu,191.070
88,HMGT,Hulimavu Gate (Towards Meenakshi Temple),12.88075471,77.59590891,Meenakshi Temple,194.149
89,MNKTM,Meenakshi Temple,12.87470152,77.59482719,Loyola School,198.619
90,LYLASC,Loyola School,12.87099571,77.5935365,Kalena Agrahara,173.910
91,KLNA,Kalena Agrahara,12.86613423,77.59190793,Gottigere,82.6299
92,HIMGR,Himagiri,12.86238129,77.59061983,Gottigere,86.6200
93,GTR2,Gottigere (Towards Basavanapura Gate),12.85668319,77.58893224,Basavanapura Gate,160.360
94,TJCLG,T John College,12.85101984,77.58837133,Basavanapura Gate,167.570
95,BSPRG,Basavanapura Gate,12.84623151,77.58826256,Koli Farm Gate,170.350
96,JNOFMLSNS,Jn of Malenallasandra,12.83550026,77.59008647,Basavanapura ,167.809
97,KLR5,Kalkere,12.83243745,77.58896162,Bannerughatta National Park,184.419
98,RIYNISC,Ryan International School,12.81925921,77.5847055,Bannerughatta Circle,189.059
99,BNRCL,Bannerughatta Circle (Towards Kalkere),12.8135379,77.58109141,Kalkere,130.449
100,RISC,Ryan International School,12.81937256,77.58467229,AMC College,22.5799
101,AMC2,AMC College,12.82948817,77.58772479,Bannerughatta National Park,0.0
102,KALR,Kalkere,12.83227727,77.58878031,Koliform Gate,13.0799
103,JNOFMLS,Jn of Malenallasandra,12.83555793,77.58998635,Tullips Resort ,349.829
104,KLFG,Koli Farm Gate,12.84100722,77.58856176,Basavanapura Gate,343.760
105,BSNG,Basavanapura Gate,12.84620008,77.58817751,Gottigere,356.640
106,STJCG,T John College,12.84959604,77.58821708,Gottigere,5.09000
107,GTR1,Gottigere (Towards Kalena Agrahara),12.85620471,77.58875119,Kalena Agrahara,8.23999
108,HMGR,Himagiri,12.86248422,77.59055583,Kalena Agrahara,16.8700
109,LYLSC,Loyola School,12.87085012,77.59337516,Meenakshi Temple,42.9700
110,MINKSTEM,Meenakshi Temple,12.87470064,77.59466015,Hulimavu,1.37999
111,HMG,Hulimavu Gate (Towards Jayadeva Hospital),12.88135098,77.59588443,Jayadeva Hospital,8.92000
112,BPL1,BPL (Towards Arakere),12.88726392,77.59686118,Arakere,26.4799
113,ARKR,Arakere Gate (Towards IIBM),12.89062758,77.59802821,IIBM,355.0
114,HSBC,HSBC (Towards IIBM),12.8927024,77.5987824,IIBM,13.9099
115,IIBM,IIM Apollo,12.89591686,77.59954375,Bilekahalli,21.2399
116,BLKLI,Bilekahalli,12.90016624,77.60079178,JP Nagara 3rd Phase,8.86999
117,JPN 3rd,JP Nagara 3rd Phase,12.90771344,77.60031173,Jayadeva Hospital,327.230
118,NSPL-1,NS Palya,12.90869812,77.6034758,BTM Layout,347.170
120,GRPLY,Gurappanapalya,12.91938495,77.59999955,Bengaluru Dairy Circle,2.52999
121,,Appolo Hospital,12.92378833,77.60024167,,357.970
122,ASRM,Ananda Ashrama,12.92668624,77.60038036,Bengaluru Circle,357.320
123,BDCS,Bengaluru Dairy Circle,12.93561395,77.60122359,Kempegowda Bus Station,357.660
124,MHC,Maharanis College,12.97705906,77.58594229,Corporation,120
125,MRC3,Maharanis College,12.97879977,77.58490003,Cauvery Bhavan,125
126,STMH,St Marthas Hospital,12.96962529,77.58719475,Corporation,170
127,CRP,Corporation (Towards HAL MG Road),12.96828565,77.58939829,HAL MG Road,45
128,TWNHG,Town Hall,12.96381149,77.58434159,Corporation,85
129,KASR,Kasturba road(Up),12.97384318,77.59539436,,45
130,MESEUM,Museum,12.97404146,77.59599068,Corporation,210
131,MGR-2,MG Road Metro Station,12.97538948,77.60644427,Shivaji Nagara,0.0
132,CMH,Commando Hospital,12.96370285,77.6264945,HAL,0.0
133,KDLGTE,Kundalahalli Gate,12.95592607,77.71566912,Varthuru,0.0
134,KDGATE,Kundalahalli Gate,12.95585442,77.71376455,Marathahalli Bridge,0.0
135,TBRLI12,Thubarahalli,12.95573591,77.72035565,Marathahalli,0.0
136,SDAPRA,Siddapura,12.95630253,77.73165313,Varthuru Kodi,0.0
137,RMGDLI,Ramagondanahalli,12.95708526,77.74017069,Varthuru Kodi,0.0
138,BRKBND,Brooke Bond,12.96396766,77.74832851,Hope Farm,0.0
139,WFPO1,White Field Post Office,12.97055338,77.74992933,Hope Farm,236.0
140,WFPO2,White Field Post Office,12.96926404,77.74996365,Varthuru,0.0
141,VRTKD2,Varthur Kodi,12.95696911,77.74539676,Marathahalli,146.800
142,RMGDLI1,Ramagondanahalli,12.95689538,77.73969932,Marathahalli,261.600
143,SDPRA,Siddapura,12.95606013,77.73072328,Marathahalli,156.899
144,TBRHL3,Thubarahalli,12.95586495,77.72048931,Varthuru Kodi,0.0
145,KDLIG,Kundalahalli,12.95818341,77.71569881,Kundalahalli Gate,0.0
146,MTHB,Marathahalli Bridge,12.95693481,77.70070592,Kempegowda Bus Station,270
147,YMLRCS,Yamalur Cross,12.95523694,77.68817378,Varthuru,0.0
148,YMLR1,Yamalur Cross,12.95508381,77.68799211,Kempegowda Bus Station,159.399
149,HALPS1,HAL Kalyana Mantap,12.95458612,77.68221743,Varthuru,67.9000
150,HALMG-1,HAL Main Gate (Towards Murugeshpalya),12.95840103,77.66565285,Murugeshpalya,27.7000
151,dmy52,Connector,12.78699002,77.6675296,,0.0
152,SHIVATNGPLYA,Shiva Temple Murugeshpalya,12.95920774,77.65622463,Kempegowda Bus Station,270
153,KDHL1,Kodihalli,12.9599491,77.64677806,Domlur,270
154,MPH-1,NAL Manipal Hospital,12.95971832,77.64938601,Kempegowda Bus Station,270
155,DMLUR,Domlur (Towards HAL),12.9611437,77.63808964,HAL,90
156,DOMLR,Domlur (Towards Commando Hospital),12.96126036,77.63614696,Commando Hospital,275.600
157,MLYHPT,St Joseph Boys High School Malya Hospital,12.97037888,77.59430906,HAL,180
158,CRP12,Corporation (Towards Subbiah Circle),12.96483149,77.58802933,Subbiah Circle,0.0
159,SBCC,Subbaiah Circle,12.962654,77.59096469,KH Road,0.0
160,KBS1,Kempegowda Bus Station,12.97746154,77.57176681,Departure,219.399
161,HSRA2,SI Apartment HSR Layout,12.9167867,77.62934068,Hebbala,235.080
162,HSR 14thM,14th Main HSR Layout (Towards Agara),12.91634608,77.63508199,Hebbala,81.8099
163,D-25,Depot-25 Gate (Towards Hebbala),12.9199016,77.64300216,Hebbala,38.8899
164,,Uttarahalli,12.90658667,77.54316,,337.570
165,KRHU,KR Hospital Uttarahalli,12.90692687,77.54610097,Uttarahalli,49.5600
166,CKLSC,Chikkallasandra Aralimara (Towards Uttarahalli),12.9115049,77.55201441,Uttarahalli,67.6699
167,GDPLy,Gowdanapalya,12.91152991,77.55598373,Uttarahalli,146.899
168,PRSG,Prarthana School,12.91183438,77.5584708,Padmanabha Nagara,96.6900
169,PDNGRA,Padmanabha Nagara,12.91825997,77.55966843,Devegowda Petrol Bunk,38.6800
170,OKPRA,Okalipura,12.98217179,77.56769615,Magadi Road,220
171,KIMS,KIMS College,12.92636677,77.56101493,Monotype Corporation,30.9899
172,MAGDY,5th Cross Magadi Road,12.97571968,77.5603386,Magadi Road Tollgate,0.0
173,INDNH1,Indira Nursing Home,12.92922748,77.56441636,Monotype Corporation,68.8000
174,GPPRA,Gopalapura (Towards Magadi Road Tollgate),12.98067507,77.55837238,Vijayanagara,166.712
175,TGRJ,Thyagarajanagara,12.93220096,77.56774533,Indira Nursing Home,12.5699
176,KEBQT,KEB Quarters,12.93506496,77.56846829,Thyagaraja Nagara,22.9400
177,NRCN,NR Colony,12.93787607,77.56901154,Thyagaraja Nagara,80.9499
178,NKPC,Netkallappa Circle,12.93928652,77.57192883,South End Circle,47.5400
179,MNML,Minerva Mill,12.97952896,77.5644609,Magadi Road 1st Cross,261.255
180,BNGDY,Basavanagudi Police Station,12.94129382,77.57364841,KR Market,45.4000
181,GBZR,Gandhi Bazaar,12.94577155,77.5706474,Ramakrishna Ashrama,341.220
182,RAMKA,Ramakrishna Ashrama,12.94900994,77.567645,Chamarajapet,22.7199
183,VJBNK,Vijayanagara Vijaya bank,12.97375678,77.54167088,,267.287
184,BHS,BHS(up),12.95276711,77.56841289,,11.2399
185,VJN,Vijayanagara,12.97314296,77.53810566,Nagarabhavi Circle,191.398
186,MRMDRA,Maruthi Mandira,12.96770448,77.53632711,Attiguppe,184.752
187,CHRPE,Chamarajapet (Towards Kempegowda Bus Station),12.95768369,77.56733098,Kempegowda Bus Station,20.1200
188,VNYKT78,Vinayaka Talkies,12.96380068,77.56833112,KR Market,82.1299
189,JDSO,KPCC Office,12.98296333,77.57644167,Shivananda Circle,45
190,MMNDRA,Maruthi Mandira,12.9677291,77.53617308,Vijayanagara,356.733
191,VJNGRAA,Vijayanagara,12.97185438,77.53764583,Magadi Road Tollgate,14.6664
192,SVNDS1,Shivananda Store,12.98756619,77.58040438,Ananda Rao Circle,16.6100
193,CRPN,Corporation (Towards Cauvery Bhavan),12.96841334,77.5866793,Cauvery Bhavan / Mysore Bank,330
194,MNVNA,Manuvana,12.97426683,77.54457001,Magadi Road Tollgate,25.0909
195,MYBNK,Mysore Bank,12.97267471,77.58176117,Kempegowda Bus Station,275
196,RMGTH,RM Guttahalli,12.99975983,77.58390548,Mekhri Circle,30
197,PRSNNT,Prasanna Theatre,12.97430901,77.55163576,Vijayanagara,11.3243
198,MGDR10C,10th Cross Magadi Road,12.97578029,77.55691837,Magadi Road 1st Cross,82.8216
199,MKC,Mekhri Circle,13.01699119,77.5838126,Hebbala,45.0499
200,GPL,Gopalapura (Towards Sujatha Theatre),12.98069606,77.55784869,Sujatha Theatre,53.5167
201,CBI,CBI (Towards Hebbala),13.02604395,77.58510763,Hebbala,6.03000
202,SJTR,Sujatha Talkies,12.98264395,77.56233968,Kempegowda Bus Station,95.4146
203,D14,Depot-14 RT Nagara,13.02910478,77.59292564,RT Nagara,332.799
204,ESTML1,Military Dairy Farm,13.05024582,77.59316134,Hebbala,18.6700
205,OKLPR,Okalipura,12.9826941,77.5685801,Kempegowda Bus Station,64.2252
206,KBS,Kempegowda Bus Station (Amara Hotel),12.97798854,77.57381632,Malleshwaram Circle,310
207,BRP,Byatarayanapura (Towards Yalahanka),13.06550968,77.59298681,Yalahanka,360
208,GKVK,GKVK Gate (Towards Yalahanka),13.07288441,77.59248137,Yalahanka,1.10000
209,D28HBL,Depot-28 Hebbala,13.04367943,77.59400728,Depot-28 Hebbala,175.009
210,ALSC5,ALS Connector3,13.08243674,77.59305138,,170.889
211,JKRAD1,Jakkur Aerodrum,13.07623121,77.59294404,Hebbala,195.910
212,GKVK1,GKVK Gate (Towards Hebbala),13.07270203,77.59290979,Hebbala,180
213,MDF,Military Dairy Farm,13.04964238,77.59263379,Yalahanka,198.229
214,HBL1,Hebbala (Towards RM Guttahalli),13.03890176,77.58952077,RM Guttahalli,180
215,CNRBK2,Canara Bank Hebbala,13.03576564,77.58903263,Mekhri Circle,196.270
216,VTRNC,Veterinary Hospital,13.03026395,77.58693428,Mekhri Circle,196.759
217,CBI2,CBI (Towards Mekhri Circle),13.02581166,77.58529995,Mekhri Circle,180.389
218,MKC1,Mekhri Circle,13.01944763,77.58395839,Palace Guttahalli,182.559
219,PLCGR1,Palace Ground,13.01040167,77.58400667,Palace Guttahalli,179.449
220,SVNDS,Shivananda Store,12.98790722,77.58055865,Rajmahal Guttahalli,35
221,SVNDS2,Shivananda Store,12.98666279,77.57933728,Kempegowda Bus Station,276.489
222,arc1,Ananda Rao Circle,12.9811145,77.57468557,Maharanis College,301.679
223,SWSTK1,Swastik Sheshadripuram College,12.98781654,77.57456486,Central,351.510
224,CNTRL,Central,12.99000666,77.57205761,Malleshwaram,301.600
225,CNTRL4,Central,12.98984293,77.57177676,Yashwanthapura TTMC,4.98999
226,MLLSRM,11th Cross Malleshwaram,13.00292613,77.57126014,Malleshwaram 18th Cross,343.559
227,MLM15,15th Cross Malleshwaram (Towards Yashawanthapura),13.00512833,77.571185,Yashwanthapura TTMC,345.369
228,STL,18th Cross Malleshwaram (Towards Bashyam Circle),13.00898032,77.57143549,RM Guttahalli,42.3600
229,,CPRI,13.01551076,77.57274608,,355.630
230,,Sadashivanagara Police Station,13.015585,77.57268245,,18.1299
231,RMH1,Ramaiah Hospital,13.02730825,77.5730091,Sadashivanagar Police Station,320.559
232,DVSNDRA,Devasandra Chikkamaranahalli,13.03632413,77.56668335,Sadashiva Nagara Police Station,59.6599
233,KVPC1,Kuvempu Circle,13.04323725,77.56125941,BEL Circle,322.369
234,BELC2,BEL Circle,13.04748396,77.55685285,Nagaland Circal,324.489
235,belc1,BEL Hospital,13.04946256,77.55739556,Vidyaranyapura,24.1900
236,BLGC1,Nagaland Circle,13.05596926,77.55748139,Nanjappa Circle,21.2299
237,DODBMA,Dodda Bommasandra Arch,13.05870064,77.55913193,Nanjappa Circle,3.32999
238,DDBMSDRA,Dodda Bommasandra,13.06014033,77.55886558,Baliga Circle,11.3699
239,CMDSLY,Chamundeshwari Layout,13.06480333,77.55955667,Nanjappa CIrcle,36.0699
240,VRP1,1st Block Vidyaranyapura,13.07009147,77.55539641,BEL Circle,26.7399
241,LVNKTL,Lakshmi Venkateshwara Temple,13.07428068,77.55728859,Vidyaranyapura,6.0
242,VPRAPOST,Post Office Vidyaranyapura,13.07644838,77.55823393,Vidyaranyapura,4.48999
243,ECHLM,Echalamara Vidyaranyapura,13.07982,77.559195,Vidyaranyapura,28.4099
244,DRPRY,Durga Parameshwari Temple,13.08176,77.55969,Vidyaranyapura,353.070
245,VPRA,Vidyaranyapura,13.0838614,77.56022713,Jally Machine,225.429
246,DGAPTL,Durga Parameshwari Temple,13.08167356,77.55974808,Nanjappa CIrcle,186.550
247,ECLMA,Echalamara Vidyaranyapura,13.07980117,77.55929432,Dodda Bommasandra,166.490
248,VDYAPO,Post Office Vidyaranyapura,13.0763732,77.55825018,BEL Circle,197.110
249,LSVNT,Lakshmi Venkateshwara Temple,13.07427689,77.55735836,Dodda Bommasandra,205.759
250,VRP2,1st Block Vidyaranyapura,13.07034954,77.55539859,Vidyaranyapura,204.460
251,CHMUDLY,Chamundeshwari Layout,13.06468976,77.55958892,BEL Circle,209.190
252,DODBM,Dodda Bommasandra,13.06012057,77.55875878,Nanjappa Circle,168.160
253,DDDBMARC,Dodda Bommasandra Arch,13.05867464,77.55922323,BEL Circle,185.320
254,BLGC2,Nagaland Circle,13.05586167,77.55720955,BEL Circle,286.350
255,BELC3,BEL Hospital,13.05041627,77.55761601,BEL Circle,176.320
256,BE LC,BEL Circle (Towards Baliga Circle),13.045861,77.55652503,Baliga Circle,161.050
257,GKL,Gokula,13.04122662,77.55727222,Mathikere,152.100
258,MATK,Matthikere,13.03564757,77.5576012,,189.800
259,MSRC,MS Ramaiah College,13.02883755,77.56153062,Yashwanthapura TTMC,130.910
260,DWNPY,Diwanarapalya,13.02633291,77.56183919,Yashwanthapura TTMC,154.330
261,AYPT1,Ayyappa Temple Yashawanthapura,13.02139756,77.56314794,Yashwanthapura TTMC,183.380
262,YPRTG,TollGate Yeshwanthapura,13.01849827,77.56121464,Mathikere,220.330
263,MLM8,8th Cross Malleshwaram (Sampige Road),12.99927824,77.57132394,Yashwanthapura TTMC,169.910
264,LNKRD,Link Road,12.99424589,77.57398298,Kempegowda Bus Station,134.529
265,SWSTK,Swastik Sheshadripuram College,12.98826273,77.5742975,Ananda Rao Circle,188.940
266,SWK,Swastik Sheshadripuram College,12.98903719,77.57434579,Shivananda Circle,63.9599
267,SNS,Shivananda Store,12.98673662,77.57949258,RC College,156.149
268,KRM4,KR Market,12.96420069,77.57761288,Town hall,100
269,MRSBS,Mysore Road Bus Station ,12.95357441,77.54377783,BHEL,229.839
270,BHEL1,BHEL (Towards Nayandahalli),12.94849957,77.53558993,Nayandahalli,183.360
271,D16,Depot-16 Deepanajalinagara,12.95080496,77.5366768,Vijayanagara,214.990
272,NDH,Nayandahalli,12.94276094,77.5258688,Kengeri,193.839
273,NBWSSB,BWSSB Quarters Nayandahalli,12.94013413,77.5241064,Kengeri,194.229
274,RRSWG1,RR Gate,12.93621569,77.51661422,Kengeri,246.25
275,BNGUNVSTG,Bengaluru University Gate (Towards Kengeri),12.9354621,77.5129498,Kengeri,241.979
276,JRMDF,Jayaram Das Factory,12.93012611,77.50572237,Nayandanahalli,202.380
277,JRMDF1,Jayaram Das Factory,12.930219,77.50603404,Kengeri,202.380
278,RVC,RV College,12.9251334,77.49935449,Kengeri,205.050
279,DBSIPY,Dubasipalya Cross,12.92268174,77.49604914,Kengeri,238.389
280,KGR1,Kengeri TTMC,12.9139541,77.48628165,Nayandahalli,249.830
281,KNGTM,Ganesha Temple Kengeri (Towards Kengeri TTMC),12.91127473,77.48031246,Kengeri TTMC,24.1499
282,OKJHNNIO,Kengeri Post Office,12.91557126,77.48199851,Kengeri,16.5499
283,RBNT,Robin Theatre,12.91601899,77.479869,Kengeri,221.089
284,BKC2,Beedi Karmikara Colony,12.9187514,77.47089965,Kengeri Bande Mutt Badavane,326.899
285,BKC,Beedi Karmikara Colony Gate,12.92226994,77.47481293,Kommaghatta,292.200
286,KGRC1,Kengeri Club,12.92343361,77.47292166,Kommaghatta,314.910
287,KMGT1,Kommaghatta,12.92999859,77.46509254,Kengeri,315.269
288,RMSC,Ramasandra Cross,12.93262448,77.46165654,Kommaghatta,253.350
289,BRHG,Byrohalli Gate,12.93437395,77.44831566,Kommaghatta,287.170
290,KRSGR,Krishnasagara,12.93605545,77.42879154,Kommaghatta,298.869
291,GGHC1,Gulaganjahalli Cross,12.94145136,77.42532041,Sulikere,333.869
292,YCH0,Yalachaguppe,12.95931167,77.42106571,Kengeri,311.369
293,TVK,Tavarekere,12.96582888,77.40010421,Gollarahatti,11.2100
294,TVKGT1,Ganesha Temple Tavarekere,12.96708714,77.40327097,Gollarahatti,74.75
295,LKP2,Lakkuppe,12.97001455,77.40997276,Gollarahatti,51.4199
296,HNGHT,Honaganahatti,12.97427768,77.42118328,Gollarahatti,62.2200
297,CNHL1,Channenahalli (Towards Gollarahatti),12.97798,77.43061833,Gollarahatti,55.8300
298,SGHG0,Seegehalli Gate,12.98414691,77.44395249,Gollarahatti,53.2000
299,KDBGC,Kadabagere Cross,12.98910902,77.44956951,Gollarahatti,36.5400
300,MCHG,Machohalli Gate,12.99088122,77.45436234,Gollarahatti,60.9599
301,FRSTG,Forest Gate (Towards Gollarahatti),12.99179167,77.45925833,Gollarahatti,58.1100
302,CKGLH,Chikka Gollarahatti,12.99150042,77.46560203,Gollarahatti,111.25
303,KCHG,Kachohalli Gate,12.99053845,77.46871576,Gollarahatti,104.989
304,GLH10,Gollarahatti (Towards Sunkadakatte),12.98862886,77.47281386,Sunkadakatte,107.610
305,AJN8,Anjananagara,12.98618371,77.48814919,Sunkadakatte,72.9300
306,HRHC2,Herohalli Cross (Towards Sunkadakatte),12.9874032,77.49257498,Sunkadakatte,43.25
307,JNPAP,Janapriya Apartment,12.98897848,77.49932013,Sunkadakatte,58.6800
308,SKDKT1,Sunkadakatte,12.98954088,77.5060987,Summanahalli,98.5100
309,KTP1,Kottigepalya,12.98774288,77.51389285,Kamakshipalya,80.9100
310,SMH,Summanahalli,12.98660136,77.5211953,Kamakshipalya,113.160
311,KMKP,Kamakshipalya,12.98384868,77.52919176,Magadi Road Tollgate,80.8799
312,KHB1,KHB Colony,12.98127633,77.53552997,Magadi Road Tollgate,85.3000
313,ADSH1,Agrahara Dasarahalli,12.97852542,77.54296472,Magadi Road Tollgate,66.4000
314,MGDTLG,Magadi Road TollGate,12.97468137,77.54886863,Magadi Road 1st Cross,129.0
315,MGDTG,Magadi Road TollGate,12.97429539,77.54912714,Vijayanagara,71.8000
316,MGD10C,10th Cross Magadi Road,12.97562056,77.55644764,Magadi Road Tollgate,43.9199
317,MGD1 C,1st Cross Magadi Road,12.97587214,77.56328904,Kempegowda Bus Station,73.0199
318,BNYM,Binny Mill,12.97034366,77.56618933,Sirsi Circle,257.299
319,,NWRTC Bus Stand,12.96632676,77.56286025,,220.220
320,SCRLE,Sirsi Circle,12.96015353,77.55914091,MCTC Bus Station,77.8799
321,PORNMTL,Poornima Talkies,12.96091978,77.58827714,Lalbagh Main Gate,100.209
322,JYNGR9B,9th Block Jayanagara (40th Cross),12.91968893,77.59247305,Jayanagara 4th Block,0.0
323,JNNT,4th T Block Jayanagara,12.92306884,77.59343565,Jayanagara 4th Block,0.0
324,SJGHSPL,Sanjay Gandhi Hospital,12.92699075,77.59297859,Jayanagara TTMC,0.0
325,,Jayanagar 3 rd block near vijaya high school ( up),12.93665592,77.58171495,,23.3999
327,,Trinity circle near taj (up),12.97355704,77.62021747,,0.0
328,DEPO 6,Depot-06 Gate,12.9826245,77.63528692,Hoskote,0.0
329,BNM,Binnamangala (Towards Tin Factory),12.98365891,77.63925413,Tin Factory,0.0
330,ISH,Isolation Hospital,12.98510315,77.64310761,Hoskote,0.0
331,NGEF,NGEF,12.98790644,77.64995977,Hoskote,0.0
