stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_direction,stop_bearing
11054,HKHR,CS-Raghavendra Swamy Temple Hosakerehalli,12.93084391,77.54008569,Veerabhadranagara,
11055,MLPKP,Mallipalya,12.79606376,77.47423679,Mallipalya,
11056,MKPLR,Mallipalya,12.79588328,77.47428506,Naganayakanahalli,
11057,CFLSC,Center for Learning School Campus Magadi Road,12.98030668,77.37521231,Jogerahalli Cross,
11058,JPNGA,CS-Nandi Garden Apartment JP Nagara 9th Phase,12.86836675,77.56849766,JP Nagar 9th Phase Nandi Garden Apt,
11059,AGP,Attiguppe (Towards RPC Layout),12.95777123,77.53424384,RPC Layout,
11060,D35G,Depot-35 Gate,12.97252434,77.44269535,Magadi Road,
11061,D35C,D35 Connector,12.97242175,77.44244255,,
11062,RVNDR,Ravindra Nagara,13.04994732,77.51653925,Ayyappa Temple,
11063,MNHG,Manchanayakanahalli Gate,12.83437279,77.41431288,Wonder La Park,
11064,KSIT 2,CS-KSIT College,12.85964348,77.54243463,CS-KSIT College of Eng and Management Mallasandra,
11065,BCGHS,CS-Bishop Cotton Girls High School,12.96959823,77.60236658,Bishop Cotton Girls High School,
11066,MRBP,CS-Mantri Residency on Bannerghatta Main Road,12.87139864,77.59395853,Mantri Residency on Bannerghatta Main Road,
11067,MTW,CS-Mind Tree White Field ITPL,12.9830876,77.72177249,Mind Tree White Field ITPL,
11068,JNVES,CS-Jnanakshi Vidyaniketan School,12.91217723,77.51356467,Jnanakshi Vidyaniketan School,
11069,JNN 9 ABJ BS,Marenahalli Bus Stand,12.91703472,77.58946315,Jayanagara 9th Block,
11070,KGNH,Kothaganahalli,13.01188501,77.28452884,Kothaganahalli,
11071,KGNH1,Kothaganahalli,13.01191572,77.28455432,Motaganahalli,
11072,MLR1,Malluru,13.01020658,77.29272165,Motaganahalli,
11073,MLR2,Malluru,13.01017849,77.29270589,Kothaganahalli,
11074,RJNP4,Rajanapalya,12.99012081,77.31550097,Varadenahalli,
11075,RJNPL,Rajanapalya,12.99027305,77.31533267,Motaganahalli,
11076,RJPNL,Rajanapalya,12.99033317,77.31561095,Kothaganahalli,
11077,VRDNH,Varadenahalli,12.96098893,77.31235407,Motaganahalli,
11078,VRDNHL,Varadenahalli,12.9609922,77.31242046,Varadenahalli Handpost,
11079,SVNVDH,Sevanagara Varadenahalli,12.97005956,77.31387154,Varadenahalli,
11080,SVNVDH1,Sevanagara Varadenahalli,12.97004845,77.31381587,Motaganahalli,
11081,BTMAXA,CS-AXA Building BTM Layout,12.9164393,77.61533103,BTM Layout AXA Building,
11082,NGRC,Nagasandra Cross,13.03847233,77.50434861,Nagasandra,
11083,MTVIL,Mind Tree Global Village,12.91791052,77.501885,Mysore Road,
11084,TATANGR,Tata Nagara,13.05544227,77.57319689,TATA Nagara,
11085,JONICER,Jn of NICE Road Tumkur Road,13.05348913,77.47685462,NICE Road 2nd Stone,
11086,1st STNICER,1st Stone NICE Road,13.04215281,77.47549072,NICE Road 3rd Stone,
11087,3rd STNICER,3rd Stone NICE Road,13.02288104,77.47560069,NICE Road 4th Stone,
11088,BPSDMBS,Bhoopasandra Dummy BS,13.04199472,77.57278919,Bhadrappa Layout,
11089,4th STNICER,4th Stone NICE Road,13.00936769,77.47512124,NICE Road Toll Magadi Road,
11090,NRMR,Jn of NICE Road Magadi Road,12.99007639,77.47249268,NICE Road 5th Stone,
11091,5th STNICER,5th Stone NICE Road,12.97116193,77.47145132,NICE Road 6th Stone,
11092,6th STNICER,6th Stone NICE Road,12.94596327,77.47008272,NICE Road 7th Stone,
11093,MTRKU,Matkuru (Hesraghatta),13.15257911,77.50071287,Last Bus Stop,
11094,HSTMTR,Matkuru (Hesraghatta),13.15230748,77.50074506,Kalenahalli,
11095,7th STNICER,7th Stone NICE Road,12.937842,77.46956304,NICE Road 8th Stone,
11096,8th STNICER,8th Stone NICE Road,12.92682129,77.46954895,NICE Road Toll Mysore Road,
11097,NICEMSR,NICE Road Mysore Road Junction,12.90244369,77.47060508,NICE Road 9th Stone,
11098,9th STNICE,9th Stone NICE Road,12.88775048,77.48533979,NICE Office,
11099,NCOF,NICE Office,12.88098697,77.49336228,NICE Road 10th Stone,
11100,10th STNICER,10th Stone NICE Road,12.87272827,77.49859862,NICE Road 11th Stone,
11101,11th STNICER,11th Stone NICE Road,12.8644876,77.51124591,NICE Road 12th Stone,
11102,12th STNICE,12th Stone NICE Road,12.85997623,77.52222955,NICE Road Toll Kanakapura Road,
11103,NCTK,NICE Road Kanakapura Road Junction,12.85842624,77.52617173,Poorvankara Apartment,
11104,PRVKA1,Poorvankara Apartment,12.85349308,77.54208997,NICE Road 13th Stone,
11105,13th STNICER,13th Stone NICE Road,12.8494666,77.55852387,NICE Road 14th Stone,
11106,14th STNICE,14th Stone NICE Road,12.84871609,77.57204689,NICE Road Toll Bannerughatta Road,
11107,NCTB,NICE Road Bannerughatta Road Junction,12.85025569,77.58620024,NICE Road 15th Stone,
11108,15th STNICER,15th Stone NICE Road,12.85495225,77.60957435,NICE Road 16th Stone,
11109,16th STNICE,16th Stone NICE Road,12.86413328,77.62531959,NICE Road 17th Stone,
11110,17th STNICER,17th Stone NICE Road,12.86472686,77.64405011,NICE Road Toll Electronic City,
11111,ELCNR,ELC NICE Road,12.85824317,77.65880026,Konappana Agarahara ,
11112,ECNCR,ELC NICE Road,12.85806405,77.65885122,NICE Road 17th Stone,
11113,17th STNICE,17th Stone NICE Road,12.86460135,77.64385834,NICE Road 16th Stone,
11114,16th STNICER,16th Stone NICE Road,12.86395677,77.62544095,NICE Road 15th Stone,
11115,15th STNICE,15th Stone NICE Road,12.85477247,77.60971382,NICE Road Toll Bannerughatta Road,
11116,NCTLB,NICE Road Bannerughatta Road Junction,12.85000465,77.58992851,NICE Road 14th Stone,
11117,14th STNICER,14th Stone NICE Road,12.84842124,77.5718806,NICE Road 13th Stone,
11118,13th STNICE,13th Stone NICE Road,12.84929859,77.55837835,Poorvankara Apartment,
11119,PRVKA,Poorvankara Apartment,12.85331853,77.54209266,NICE Road Toll Kanakapura Road,
11120,NCTKP,NICE Road Kanakapura Road Junction,12.85821834,77.52611072,NICE Road 12th Stone,
11121,12th STNICER,12th Stone NICE Road,12.85984026,77.5221102,NICE Road 11th Stone,
11122,11th STNICE,11th Stone NICE Road,12.86430783,77.5112164,NICE Road 10th Stone,
11123,10th STNICE,10th Stone NICE Road,12.87242103,77.4986489,NICE Office,
11124,NCF,NICE Office,12.88088892,77.49311484,NICE Road 9th Stone,
11125,9th STNICER,9th Stone NICE Road,12.88742432,77.48537198,NICE Road Toll Mysore Road,
11126,NICEMR,NICE Road Mysore Road Junction,12.90174693,77.47067884,NICE Road 8th Stone,
11127,8th STNICE,8th Stone NICE Road,12.9268337,77.46932097,NICE Road 7th Stone,
11128,7th STNICE,7th Stone NICE Road,12.93785834,77.46938936,NICE Road 6th Stone,
11129,6th STNICE,6th Stone NICE Road,12.9459319,77.46988893,NICE Road 5th Stone,
11130,5th STNICE,5th Stone NICE Road,12.97111487,77.47125618,NICE Road Toll Magadi Road,
11131,NCFTL,Jn of NICE Road Magadi Road,12.99018027,77.47233108,NICE Road 4th Stone,
11132,4th STNICE,4th Stone NICE Road,13.00938239,77.47496769,NICE Road 3rd Stone,
11133,3rd STNICE,3rd Stone NICE Road,13.02289084,77.47537404,NICE Road 2nd Stone,
11134,JONICERD,Jn of NICE Road Tumkur Road,13.05403196,77.4766729,Jalahalli Cross,
11135,1st STNICE,1st Stone NICE Road,13.042192,77.47506023,NICE Road 1st Stone,
11136,NCJN,NICE Road Jalahalli Cross Junction,13.05594263,77.47728378,Jalahalli Cross,
11137,KNP D,KNPAGHR Dummy Stop,12.85644277,77.66425386,Infosys,
11138,KNP3,Konappana Agarhara,12.85585637,77.66418279,Infosys,
11139,MNTC,Mount Carmel College,12.99308652,77.5889039,Basaveshwara Circle,
11140,8ML,8th Mile (Towards Tumkur Road),13.04598868,77.50773422,Marison Factory,
11141,GPLE,Gopal Estate,12.81792658,77.48313904,Thittahalli,
11142,GPLEU,Gopal Estate,12.81799981,77.48312362,Uttari,
11143,BEMLFY,CS-BEML Factory,12.97149126,77.65940846,BEML Factory,
11144,LXMI,Lakshmidevi Nagara,13.015526,77.52603158,Kanteerava Nagara,
11145,VSDLO,Vidhana Soudha Layout,13.01537964,77.52233416,Vidhana Soudha Layout,
11146,VSDLOTUR,Vidhana Soudha Layout,13.01546849,77.52242804,Lakshmidevi Nagara,
11147,HSTDS,HST Dummy Stop,12.95454238,77.4831035,Hullalu Satellite Town,
11148,KDBCLO,Canara Bank Colony Kodigehalli,13.07135288,77.57652283,Canara Bank Colony Kodigehalli,
11149,KDGCLONY,Canara Bank Colony Kodigehalli,13.0712954,77.57707,Sanjeevini Nagara,
11150,MACERK,CS-Macurex  Sensors Pvt Lt Kumblagodu,12.872238,77.4440445,Kumbalagodu,
11151,KVM,CS-Kendriya Vidyalaya Malleshwaram,13.00937684,77.56878465,Kendriya Vidyalaya Malleshwaram 18th cross Road,
11152,BELCOMP,BEL Market,13.0519645,77.55199,BEL Company,
11153,BELCOMY,BEL Market,13.05192531,77.55204231,BEL Circle,
11154,ACC B6,CS-Accenture B6 Kundanahalli,12.96860465,77.72490967,Accenture B6 Last Point,
11155,AECS C,AECS Layout Connector,12.96545272,77.71849349,Accenture B6,
11156,AECSD,AECS Layout Dummy,12.96721575,77.7200076,Accenture B6,
11157,bdrhli,Byadarahalli (Towards Potery Town),13.00116812,77.6097393,Byadarahalli,
11158,BTRY,Byadarahalli (Towards Coles Park),13.00120994,77.60977685,Coles Park,
11159,MSPLIMT,CS-Macurex Sensors Private Limited,12.898284,77.46271938,Macurex Sensors Private Limited,
11160,GGVT,Gavi Gangadareshwara Temple,12.94898115,77.56249554,Kempegowda Swimming Pool,
11161,GGVT1,Gavi Gangadareshwara Temple,12.9491504,77.56257601,Ramakrishna Ashrama,
11162,GBHS,CS-Gnana Bodhini High School,12.92704707,77.49426148,Gnana Bodhini High School,
11163,ITITB,ITI Bhavana,13.00692549,77.69256055,ITI Bhavana,
11164,CSJDV,CS Jayadeva Hospital,12.91682359,77.59743467,Central Central Silk Board,
11165,IMRARR,CS-Imra Masjid Sunders Road,12.99600127,77.61135131,Imra Masjid Sunders Road,
11166,RBWT,CS RBI Layout Water Tank,12.89201948,77.58129984,Yalachenahalli Brigade Milenium,
11167,INDPVT,CS-Indian Design Private Limited,13.01823338,77.5411579,Indian Design Private Limited,
11168,INDPBT,CS-Indian Design Private Limited,13.01817588,77.54110157,Ring Road,
11169,VSTDMBS,VST Dummy BS,12.99422931,77.5944829,,
11170,UDBS,Hullalu Dummy BS,12.95159645,77.47956902,,
11171,JNVES,Jnanakshi Vidyaniketan School,12.91242299,77.51357406,,
11172,CSPF1,CFSP Farm (Towards Sonnenahalli),13.17866029,77.48945698,Sonnenahalli,
11173,CFSPF,CFSP Farm (Towards Byatha),13.17867465,77.48950124,Byatha,
11174,D37C,D37 Connector,12.913589,77.48835057,,
11175,SDPY3,Sudduguntepalya,12.9311661,77.60990158,Tavarakere,
11176,APL JPF,CS-Appolo Pharmacy JPF,12.91043671,77.58176051,RV Dental College,
11177,HSPLY2,Hosapalya (Towards Bettanapalya),12.91030794,77.45009556,Bettanapalya,
11178,HSP8,Hosapalya (Towards Anchepalya),12.91010402,77.4501586,Anchepalya,
11179,CLGT,Challaghatta,12.89669436,77.4534443,Anchepalya,
11180,CHLGT,Challaghatta,12.89663423,77.45332897,Bettanapalya,
11181,CLGTC,CLGT Connector,12.91175632,77.44428053,,
11182,BTNPLC,BTNPL Connector,12.91198377,77.44337998,,
11183,HST10,HST Dummy Stop,12.95458747,77.48257041,,
11184,CCC1,City Civil Court,12.97340581,77.58249342,Mysore Bank,
11185,CCC2,City Civil Court,12.97342085,77.58241699,KR Circle ,
11186,JGP,CS-Juggat Pharma,12.89066514,77.45498792,Bidadi,
11187,CKMPL,Chikkammanapalya,12.95040317,77.42298782,Gulaganjanahalli,
11188,CKMPL1,Chikkammanapalya,12.95037049,77.42288858,Tavarakere,
11189,DDBDS,DDBST DummyStop,12.93940131,77.47106373,,
11190,HSR5M,5th Main HSR Layout,12.91549028,77.63236776,Mangammanapalya,
11191,HSR5MN,5th Main HSR Layout,12.9156282,77.63227925,Central Silk Board,
11192,HSR7SC,7th Sector HSR Layout,12.90958767,77.63252199,Central Silk Board,
11193,HSR7SC1,7th Sector HSR Layout,12.90956545,77.63258301,Mangammanapalya,
11194,RMVPL,RMV 2nd Stage,13.04261792,77.56660402,Patelappa Layout,
11195,RMVPL1,RMV 2nd Stage,13.04256435,77.56659195,Sadashiva Nagara Police Station,
11196,MGSU1,MG Statue,12.97654034,77.59998947,Kempegowda Bus Station,
11197,ACC 7,CS-Accenture B7 Eco Space,12.92774279,77.68089428,Accenture B7 End Point,
11198,WNDR G,Manchanayakanahalli Gate,12.83436036,77.41438195,Bidadi,
11199,KERGUDAG,Kere Guddadahalli,13.08032477,77.51560718,Janapriya Greenwood Apartments,
11200,KEREGUDALIO,Kere Guddadahalli,13.08050504,77.51557231,Abbigere Cross,
11201,JAIBHU,Jai Bhuvaneshwari Nagara,13.01551817,77.5319539,Jai Bhuvaneshwari Nagara,
11202,KRSDNG,Krishnananda Nagara,13.0184947,77.53968,Jai Bhuvaneshwari Nagara,
11203,ITTIY,ITI Layout,12.89977167,77.64885664,Somasundarapalya,
11204,ITIYLU,ITI Layout,12.89962264,77.64879763,Parangipalya,
11205,SPSTP,CS-Shopper Stop BNP Road,12.91191315,77.59983659,JP Nagara 3rd Phase,
11206,DDB,DBST Dummy Stop,12.94564632,77.47172757,,
11207,DDBSTC,DBST Dummy Stop,12.94578617,77.47157939,,
11208,DDBST8,Dummy Stop Dodda Basti,12.94578944,77.4714996,,
11209,JHWG,Janatha Hotel Wilson Garden,12.94899945,77.59792417,Wilson Garden 10th Cross,
11210,SVJH,Shivaji Hotel,12.94293947,77.47664876,Chikka Basti,
11211,SVJHL,Shivaji Hotel,12.94298195,77.47669637,Sonnenahalli,
11212,GFGC,Govt First Grade College Bidadi,12.80685261,77.38901027,Kethaganahalli,
11213,GFGCB,Govt First Grade College Bidadi,12.80683953,77.38905854,Bidadi,
11214,SKMLO,Sakamma Layout,13.00718683,77.52872854,Sakamma Layout,
11215,SKMOT,Sakamma Layout,13.00722734,77.52866551,Jai Maruthi Nagara,
11216,DSPY,Dasappanapalya,13.0793483,77.50591367,Kere Guddadahalli,
11217,DBSY1,Dasappanapalya,13.0793287,77.50587009,Chikka Banavara,
11218,GGKMT,Gangadhara Kalyana Mantapa,13.08000341,77.51137331,Kere Guddadahalli,
11219,GGDKMT,Gangadhara Kalyana Mantapa,13.07995377,77.5111527,Chikka Banavara,
11220,RMGFY,RMG Factory,13.07604983,77.51708038,Chikka Banavara,
11221,RMGFY1,RMG Factory,13.07600934,77.51711793,Abbigere,
11222,ABCR,Abbigere Gate,13.07247634,77.52352506,Abbigere,
11223,ABGRCR,Abbigere Gate,13.07243454,77.52354652,Chikka Banavara,
11224,VSRL,1st Block Vishweshwaraiah Layout,12.93752112,77.47892462,1st Block Vishweshwaraiah Layout ,
11225,VSRL1,1st Block Vishweshwaraiah Layout,12.93756555,77.47876905,Sonnenahalli,
11226,HGLHC,H Gollahalli Cross,12.87794212,77.48155184,Kengeri,
11227,HGHC8,H Gollahalli Cross,12.87792186,77.4816075,Varahasandra,
11228,GPOOFFICE,GPO,12.98160305,77.59430587,Indian Express,
11229,KSRTC Q,KSRTC Quarters Shanthinagara,12.95128274,77.59905338,Shanthi Nagara TTMC,
11230,ADGHP,CS-Adugodi HP Sales Office,12.93701005,77.61042595,Adugodi HP Sales office,
11231,UNDHC,Uddandahalli Cross,12.88715304,77.37667613,Byalalu,
11232,UDHC,Uddandahalli Cross,12.88722037,77.37664729,Koluru,
11233,RJRENTR,Rajajinagara Entrance,12.98428988,77.55733564,Sujatha Talkies,
11234,CKTND,CK Thandya,12.87030303,77.39759468,Dodderi College,
11235,CKTN,CK Thandya,12.87022655,77.39752762,Sheshagiripura,
11236,AVSFY,Avasarala Factory Kanakapura Road,12.78208564,77.49259785,Somanahalli Gate,
11237,AVSFY2,Avasarala Factory Kanakapura Road,12.78200782,77.49261528,K Chudahalli,
11238,TDHSL,Thore Doddy High School,12.75862032,77.39133507,Thore Doddy High School,
11239,LICC,CS-LIC Colony Jayanagara,12.92863684,77.5910899,LIC Colony Jayanagara ,
11240,CHOUDU,Chandra Layout 1st Stage,12.95448226,77.52246559,Chandra Layout 1st Stage,
11241,MEB,CS-Mantri Elite Apartment,12.90545032,77.60096379,Mantri Elite End Point,
11242,ISRO S,ISRO Satellite Centre,12.95969897,77.65650965,ISRO Satellite Centre,
11243,AVRH,Avarehalli,12.89925661,77.33695865,Avarehalli,
11244,HNRCB,CS-Hanumanthanagara Canara Bank,12.94176313,77.56434627,Giri Nagara,
11245,AVRH1,Avarehalli,12.89933504,77.33697675,Chikkanahalli,
11246,AVRHC,AVRH COnnector,12.89942394,77.33756214,,
11247,AVRHDS,AVRH Dummy Stop,12.89939191,77.33780421,,
11248,KGLH4,Kaggalahalli,12.83025251,77.32473314,Katamana Doddy,
11249,SHT,Shobha Tulip JP Nagara,12.8980147,77.58580931,Shobha Tulip JP Nagara ,
11250,AB ISRO,CS-Aryabhata ISRO Satellite Centre,12.95970026,77.65649021,Aryabatta ISRO Satellite Centre,
11251,MHKNG,Mohankumarnagara,13.03240605,77.55323321,Mattikere,
11252,MHNKMR,Mohankumarnagara,13.03232896,77.55326003,Last Bus Stop,
11253,MPBR,CS-Mantri Paradise Apartment Arakere,12.89080371,77.59898566,Manthri Paradise Apartment Arekere,
11254,YPRSTN,Old Railway Station Yeshwanthapura,13.02176584,77.55314268,Yashwanthapura Railway Station,
11255,BTMG,Bethimgere,12.85692589,77.36496225,Bethimgere Cross,
11256,BTMG1,Bethimgere,12.85693832,77.36488916,Mallathahalli (Dodderi),
11257,KRISLO,Kirloskar Company,13.01440229,77.55993605,Yashwanthapura Circle,
11258,KRILOSK,Kirloskar Company,13.01455125,77.55995214,Milk Colony,
11259,MLH21,Mallathahalli,12.86124839,77.36243024,Bethimgere,
11260,YESHPR,Yeshwanthapura Circle,13.01880437,77.55751938,Railway Station Yashwanthapura,
11261,MLH56,Mallathahalli,12.8611719,77.36231893,Ganakal,
11262,ARSC,Arasu Colony,12.7134223,77.41382674,Arasu Colony,
11263,BTMGC,Bethimgere Cross (Towards Hejjala),12.86713646,77.3681239,Hejjala,
11264,BTMGC12,Bethimgere Cross (Towards Ganakal),12.86707894,77.36814737,Ganakal,
11265,SRC1,CS-Siddaiah Road Cross,12.9515971,77.5907144,Siddaiah Road Cross,
11266,MLEHL,Mellahalli,12.82025791,77.2749272,Mellahalli,
11267,CHMTH,CS-Chitrapura Mutt,13.00557436,77.56542116,Chitrapura Mutt,
11268,CHRMTH,CS-Chitrapura Mutt,13.00566322,77.56542653,Kempegowda Bus Station,
11269,SKTSB,CS-Shantinikethan School Bilekahalli,12.89982133,77.60228209,Shantiketan School Bilekahalli last Stop,
11270,BDD1,Bidadi,12.7971414,77.38470465,Arrival,
11271,JTTMC1,Jayanagara TTMC,12.9284957,77.58459091,Arrival,
11272,JTNP,Juttanapalya,12.8549967,77.42159441,Hejjala Cross,
11273,JTNPL,Juttanapalya,12.85495813,77.42145494,Hejjala,
11274,SRHL,Sagar Hospital,12.92831791,77.59935647,Sagar Hospital (BG Road),
11275,SRHPTL,Sagar Hospital,12.92847999,77.59962469,Bengaluru Dairy Circle,
11276,BDD2,Bidadi (Towards Ramanagara),12.79663528,77.38452494,Ramanagara,
11277,HGDGR7,Heggadagere Cross (Towards Sugganahalli),12.78831626,77.37480864,Sugganahalli,
11278,HGRC,Heggadagere Cross (Towards Bidadi),12.7878899,77.37422258,Bidadi,
11279,KGH7,Kallugopahalli,12.77677564,77.36243829,Sugganahalli,
11280,KGH6,Kallugopahalli,12.77690381,77.36233234,Bidadi,
11281,MGH30,Mayaganahalli,12.76810871,77.33541168,Sugganahalli,
11282,MGH60,Mayaganahalli,12.76824146,77.33534798,Bidadi,
11283,MDPC7,Madapura Cross Bidadi,12.76196261,77.32782304,Bidadi,
11284,MDPRC,Madapura Cross Bidadi,12.76184293,77.32792564,Sugganahalli,
11285,MDP6,Madapura,12.76556082,77.32092507,Bidadi,
11286,ELD2,Ele Doddy,12.78978103,77.31342494,Sugganahalli,
11287,BRC,Byrasandra Convent School,12.9344037,77.58991778,Byrasandra Convent School,
11288,TMHD,Thimmegowdana Doddy,12.7832588,77.30849505,Bidadi,
11289,ELD,Yale Doddy,12.78973657,77.31346182,Bidadi,
11290,TMH1,Thimmegowdana Doddy,12.78319994,77.30845347,Sugganahalli,
11291,SGHC89,Sugganahalli Circle,12.80091042,77.3147285,Sugganahalli,
11292,SGHC5,Sugganahalli Circle,12.80086596,77.31464871,Thimmegowdana Doddy,
11293,SGH12,Sugganahalli,12.79951437,77.31897444,Sugganahalli,
11294,SGH30,Sugganahalli,12.79945748,77.31892884,Thimmegowdana Doddy,
11295,MDP50,Madapura,12.76539144,77.32078291,Sugganahalli,
11296,RJPNG,Rajagopala Nagara Police Station,13.00267935,77.5273633,Rajagopala Nagara Police Station,
11297,RJPNAGARA,Rajagopala Nagara Police Station,13.00268,77.52730697,Outer Ring Road,
11298,BMCH5,Bommachannahalli,12.80415891,77.3146534,Katamana Doddy,
11299,BMCH12,Bommachannahalli,12.80433872,77.31476001,Sugganahalli,
11300,JPR,Jaipura,12.88258064,77.42509201,Jaipura,
11301,JPR12,Jaipura,12.88263554,77.42507659,Anchepalya,
11302,SRP2,Subbarayappanapalya,12.87861346,77.42024928,Subbarayanapalya,
11303,SRP56,Subbarayappanapalya,12.87870955,77.42018893,Subbarayanapalya,
11304,KPND,Kapayana Doddy,12.77126213,77.35483088,Bidadi,
11305,KPYND,Kapayana Doddy,12.77111761,77.35488586,Mayaganahalli,
11306,LTSC,CS-L&T South City,12.88901268,77.58863568,JP Nagara 6th Phase,
11307,BRSH,Beereshwara Nagara,12.88203416,77.56540239,Soudamini Kalyan Mantapa,
11308,BRSHWR,Beereshwara Nagara,12.88199233,77.56549627,Beereshwara Nagara,
11309,BATL,Ayyappa Temple Banasawadi,13.00750892,77.64082275,Shivaji Nagara,
11310,BATL1,Ayyappa Temple Banasawadi,13.00755204,77.64078788,Outer Ring Road,
11311,KMHCB,CS-Corporation Bank Kammanahalli,13.02061141,77.64372289,Corporation Bank (Kammanahalli),
11312,JPSFW,JP Nagara Food World,12.91505042,77.58592866,JP Nagara Food World ,
11313,OUTDOOR,CS-Outdoor Clothing Company,13.02318548,77.51732111,TVS Cross,
11314,OUTDOOR1,CS-Outdoor Clothing Company,13.02306004,77.51731575,Outdoor Clothing Company,
11315,RJES,CS-RR English School Nandini Layout,13.01730892,77.53419153,Rajarajeshwari English School Nandini Layout,
11316,ARC,CS-Armugam Circle,12.93976663,77.57725909,Armugam Circle,
11317,IBACO,CS-IBACO Ice Cream Parlour,12.92627425,77.58721009,CS-IBACO Ice Cream Parlour,
11318,BHELCL,BHEL Concord Layout,12.90821118,77.50940792,BHEL Concord Layout,
11319,BHELCCLO,BHEL Concord Layout,12.90819027,77.5093402,Krishna Garden,
11320,MEILOVNK,Vinayaka Nagara Circle MEI Layout,13.04604095,77.49701142,Vinayaka Nagara,
11321,VNKLOT,Vinayaka Nagara Circle  MEI Layout,13.0461259,77.49697698,Nagasandra,
11322,NGSRD,Nagasandra Connector,13.04863954,77.49741107,,
11323,NGRSTN,Nagasandra Metro STN,13.04692805,77.49718845,,
11324,NGRSTNRT,Nagasandra Metro Station,13.04885119,77.49741912,,
11325,cqaelrod,CS-CQAEL CQEAE Complex,13.03732259,77.54164875,Alisda,
11326,MESRD,CS-CQAEL CQEAE Complex,13.03663797,77.54166484,CQAEL Complex (MES Road) CSBS,
11327,JEAFC,Jalahalli East Air Force School,13.07211579,77.54743159,Jalahalli East Air Force School,
11328,JLHOAR,Jalahalli East Air Force School,13.07200867,77.54751474,MES Road,
11329,SGCN,CS-Sanjay Gandhi Nursing College,12.93609766,77.59293795,Sanjay Gandhi Nursing College,
11330,VVH,CS-KR Market,12.96242589,77.57599443,Mysore Road  Town Hall,
11331,RMCCSBC,CS-RMC Electronics,13.03140392,77.51321465,Peenya 2nd Stage,
11332,RMCELC,CS-RMC Electronics,13.03135427,77.51316905,RMC Electronics,
11333,BGPS,Beguru Govt Primary School,12.8821466,77.62459606,School Ground Point,
11334,CNVS,CS-Chinmaya Vidyalaya Koramangala,12.93463773,77.62767926,Chinmaya Vidyalaya School,
11335,RMVEXT,RMV Extension,13.04631662,77.57803559,RMV Extension,
11336,RMVEXTN,RMV Extension,13.04641068,77.57812679,Bhoopasandra Main Road,
11337,JPP,JP Nagara Police Station,12.9119073,77.58774318,JP Nagara Police Station,
11338,PCH 1,Srinivasa Nagara Bank Colony,12.93844586,77.55440601,Bank Colony,
11339,BMT-4 Gate,Depot-04 Gate,12.9251351,77.59360112,Jayanagara 9th Block,
11340,BMT4,Depot-04 Gate,12.92521222,77.59351864,Sanjay Gandhi Hospital,
11341,D31,Depot-31 Summanahalli,12.99271607,77.52206862,Depot-31,
11342,D31C,D31 Connector,12.99303754,77.52180308,,
11343,RGRVCO,Raghavendra Colony,13.06447613,77.52754971,Raghavendra Colony,
11344,RGRCO,Raghavendra Colony,13.06454798,77.5275068,Kammagondanahalli Cross,
11345,SWTNR,Swatantra Yodha Nagara,13.00652825,77.52699383,Swatantra Yodha Nagara,
11346,ADDV,Adde Vishwanathapura,13.18668225,77.55106866,Adde Grama,
11347,ADDVP,Adde Vishwanathapura,13.18669923,77.55111628,Rajanukunte,
11348,8thMKML,8th Main Kamalanagara (Towards Kamalanagara),12.99156873,77.53825776,Kamala Nagara,
11349,8thMKMN,8th Main Kamalanagara (Towards West of Chord Road),12.991621,77.53828123,West of Chord Road,
11350,LDNC,Lakshmidevi Nagara Cross,13.02126737,77.52652779,Lakshmidevi Nagara,
11351,KML1,Market Kamalanagara,12.99607968,77.53079318,Kamala Nagara Water Tank,
11352,KML2,Market Kamalanagara,12.99605157,77.53070935,Shankarnag Bus Stand,
11353,BRKML,Kamalanagara,12.99675723,77.52737336,Shankarnag Bus Stand,
11354,BRKML1,Kamalanagara,12.99675135,77.52732307,Kamala Nagara Water Tank,
11355,D25,Depot-25 Dummy BS,12.91972486,77.64458119,,
11356,D25Con,Depot-25 Connector,12.92003857,77.64449805,,
11357,D25CONTR,Depot-25 Connector,12.91964904,77.64460399,,
11358,DEPOT-25,Depot-25 Gate (Towards Silk Board),12.91979151,77.64324278,Depot-25,
11359,KIAS,Kempegowda International Airport,13.1990643,77.7081003,Last Bus Stop ,
11360,THMSCF,Thomas Cafe,12.99069319,77.61358827,Nandidurga Road,
11361,THMSC,Thomas Cafe,12.99072324,77.61375725,MEG Center,
11362,COLSP,Coles Park (Towards Thomas Cafe),12.99338253,77.60898829,Thomas Cafe,
11363,LNKR,Link Road,12.99382487,77.57388219,Swastik,
11364,CTRD28,Connector D-28,13.04345538,77.59320617,UP-DOWN,
11365,MLRROD,Millers Road,12.99508393,77.6029627,Nandidurga Road,
11366,MLROD,Millers Road,12.99535051,77.60299891,Coles Park,
11367,CTR D28,Connector D28,13.04233178,77.59371579,Depot UP-DOWN,
11368,COLESP,Coles Park,12.99293038,77.6093021,Nandidurga Road,
11369,DHLC,Devarahalli Cross,13.24015426,77.61076927,Kundana,
11370,DCH5,Devarahalli Cross,13.24050227,77.61098653,Neragenahalli,
11371,SGN,Sanjay Gandhi Nagara,13.01877432,77.52628841,Lakshmidevi Nagara,
11372,SGN1,Sanjay Gandhi Nagara,13.01874819,77.52623141,Sonal Garments,
